site_name	pearson-r_central_coverage	pearson-pval_central_coverage	pearson-adjusted-p-val_central_coverage	lin-reg-RMSE_central_coverage	pearson-r_mean_coverage	pearson-pval_mean_coverage	pearson-adjusted-p-val_mean_coverage	lin-reg-RMSE_mean_coverage	pearson-r_amplitude	pearson-pval_amplitude	pearson-adjusted-p-val_amplitude	lin-reg-RMSE_amplitude
ATF4.hg38.10000	0.05923162404593976	0.4156800386269166	0.4867194561477838	0.05429712903143298	0.17042028741131915	0.018420092387838094	0.041833583314547965	0.012909677382371499	-0.019236507504046155	0.7916773405194617	0.8849253359059742	0.7100209006792809
ATF7.hg38.10000	0.09349844287662788	0.1982644119331613	0.2631890257000064	0.05498474541450642	0.07392338068755278	0.3094739907395241	0.3751501431151144	0.009401641920092896	0.010054349170734432	0.8902046761187535	0.9245376388340774	0.631186691083375
BACH1.hg38.10000	0.19391818060003357	0.007188695415970661	0.020531349786522265	0.05738473073751545	0.011538260266457427	0.8741255029652534	0.8930767333818442	0.02033123781016799	-0.15356146792625705	0.03392797625107639	0.12660938110497097	0.631852441867602
BACH2.hg38.10000	0.36041787569346656	3.0302100189187545e-07	5.192678077874411e-06	0.04761752151589559	0.33266438755154876	2.5769323045552853e-06	2.7430768286987323e-05	0.010602298956718695	-0.1154400784002575	0.11177575004180228	0.2946815228374787	0.5618847816897949
BATF.hg38.10000	0.3096999057004651	1.302328926096836e-05	0.00010290615615283542	0.049883097939758446	0.2749863537096421	0.00011815304562035751	0.0008248832999791626	0.009845454495033584	-0.27880154098988574	9.401282522013481e-05	0.0007541028746381027	0.6848957016250293
BATF3.hg38.10000	0.2297603505686465	0.001386761748016921	0.005075817271867759	0.052978906292228255	0.2502024064597381	0.0004814729623110023	0.0028484392355709576	0.011343851418509344	-0.042211652868997966	0.562045646928794	0.752684838375165	0.5902841279310388
BCL11A.hg38.10000	0.15407056595342553	0.033333508120769295	0.06579441131691113	0.05752454823974618	0.19168059069223717	0.007898773865366297	0.02273158585681751	0.012332230114954428	-0.15008273105244704	0.03823547055250454	0.13598841885183222	0.4940975975606721
BCL11B.hg38.10000	-0.07782187781788695	0.2845817421248301	0.361236756838589	0.08610018330323232	-0.0875096608868821	0.22867483284737308	0.297277282701585	0.046130221645412445	0.11727806348664611	0.10614701249317508	0.2858387407851929	0.4338719041355319
BCL6.hg38.10000	0.27958256514882107	8.96785543205851e-05	0.0005046091787889639	0.044678077677464074	0.152644675584548	0.035021189049402685	0.06702024503362848	0.018172021960341123	-0.29575150374130854	3.26937464041063e-05	0.00028664052079879244	0.7069148942276882
BHLHE40.hg38.10000	-0.03592612871770544	0.6217235700379977	0.6754748873323491	0.08350542726377293	-0.1021416629880275	0.15971235503945252	0.2238347875459985	0.03686809204349063	-0.0871565031884223	0.23056573680284426	0.493574732010259	0.6222425941474542
BPTF.hg38.10000	-0.05482860285844309	0.4512461090700247	0.5172030690324267	0.04858082957362788	0.027143447611006715	0.7093448360542345	0.7554322124080407	0.009264046289238048	-0.04263941474165953	0.5580861177083709	0.7521653171944961	0.4695423488305454
CDX2.hg38.10000	0.09626514497539686	0.1852519731630676	0.2476595527747393	0.047730272442166294	-0.3024693013496926	2.111011968957255e-05	0.00016933010899933726	0.010469036462294105	-0.08070428644325182	0.2670656994099879	0.5189884983379662	0.445043238483456
CEBPA.hg38.10000	0.5011363788348537	1.5403864386721965e-13	1.161451374758836e-11	0.047435809664878766	0.49306333806235675	4.2848459859997595e-13	2.307695623888442e-11	0.011483694145716582	-0.4335320020880958	3.7355807500831984e-10	8.801962142383536e-09	0.7534531028072405
CEBPB.hg38.10000	0.2189398480795412	0.0023426975753937803	0.008029063508395046	0.04645376468862833	0.08578521505277997	0.23801242834907965	0.3041718152122137	0.011712285420505297	-0.17976720914810065	0.012830861738405393	0.057611322448010094	0.7396583159065604
CEBPD.hg38.10000	0.23883233293710515	0.0008767745607260853	0.003372898055038104	0.049088689629432414	0.2229646703668152	0.0019330596027527075	0.008573687885150245	0.012817788831931305	-0.2203364861382347	0.0021923780250236815	0.013549615007113571	0.619348639760413
CEBPG.hg38.10000	0.12066277372171877	0.09636713105391823	0.15137670169719655	0.04522258656715282	0.059619571296790956	0.4126271059459894	0.4846118970144486	0.009597694002842052	-0.12418496166074723	0.08696372998595027	0.25439169947895135	0.8188342357604211
CLOCK.hg38.10000	-0.13185326828468613	0.06902849783132863	0.11617742715362006	0.0942305554858046	-0.13737230926606117	0.05808515010592561	0.09870402748801317	0.03422261094447005	0.026957456010230654	0.7112475169713537	0.8462833011826929	0.47314519296361696
CREB1.hg38.10000	-0.3198313330860996	6.477378014844211e-06	6.426240819990177e-05	0.06552634257752797	-0.15691222831104812	0.030175315658336907	0.060190973561867804	0.04934275982546456	-0.19532506131980185	0.006771889345105486	0.03404003044139691	0.6550375470097919
CREM.hg38.10000	-0.06207597270433725	0.3936046446364736	0.4710760350093668	0.06893807324265175	-0.06613054562179123	0.3633826504230182	0.4349055847919932	0.041252389658648504	-0.39343820291052833	1.7972105910259008e-08	3.226420918175069e-07	0.7206886715295413
CTCF.hg38.10000	-0.32290727057742863	5.213238526399828e-06	5.612265821035085e-05	0.0662461427433736	-0.21078706968161393	0.0034228087429738993	0.012975050008552085	0.022201255289914096	-0.6340490999805831	7.156504796815153e-23	8.993341027997709e-21	1.9426391138989876
CTCFL.hg38.10000	-0.17130323301814002	0.017814140804673514	0.041713857660633014	0.08821411352188059	-0.18202564339084792	0.011728100244513371	0.029476625281210273	0.03605541875801906	-0.5100217390458066	4.840853323659188e-14	2.027779670021682e-12	1.1783454025442945
CXXC1.hg38.10000	-0.055433330330953885	0.4462624621846958	0.5144983126716522	0.14990678407415636	-0.09920413062955562	0.1721276567830766	0.2386419247715918	0.06919337984520585	0.12665372781667478	0.08082188054181072	0.24182419812906858	0.5306786128456201
DDIT3.hg38.10000	-0.01765537444368972	0.8084552619816303	0.8492654330593434	0.04435246828274558	-0.003972903981838297	0.9564998285504522	0.9590437110731929	0.009209145434374032	-0.05236084094124928	0.47190391995971137	0.6842606839415815	0.611796006061039
DUX4.hg38.10000	0.15592301241300421	0.031244482953031484	0.06332887136178962	0.05608914028884641	0.11924748982925708	0.10036575256838676	0.1538125557653732	0.009026592713081538	0.002808230277685658	0.9692445215732369	0.9840564538938837	0.5132604899272704
E2F1.hg38.10000	-0.20999721133768368	0.0035483319587866465	0.01143351408942364	0.07950665698269205	-0.17080213123523988	0.018155876993272063	0.04148342803917314	0.0650218453193008	-0.20310366825907245	0.0048330679551574695	0.02679509733962303	0.6004899143223531
E2F4.hg38.10000	-0.14808686669224097	0.040908837175532876	0.0763496614612668	0.08287317374519189	-0.1655581764313304	0.02208758401563774	0.04806261957797186	0.05093913217087133	-0.2693318589521703	0.00016477957194928236	0.0012677938494873359	0.6408197938241252
E2F6.hg38.10000	-0.09786528890952732	0.1780181529062713	0.24141310663908014	0.10131744569339003	-0.1718209021564892	0.01746699128478971	0.040399114812059635	0.05011148439503408	-0.08407510045066714	0.24753300816989862	0.5099450496177693	0.5541950989972196
E2F7.hg38.10000	-0.03965803088723038	0.5859588637820945	0.642170033854214	0.04914977753658231	-0.06175717816281933	0.3960432211086069	0.4695229382325308	0.01628325632707865	-0.05023154544564997	0.4901359820636645	0.6946664106691787	0.5351451772204744
E2F8.hg38.10000	-0.017215161738436995	0.8131424530506692	0.8515408466669508	0.05440024254538944	-0.060959550864911324	0.40218409094059604	0.4738231321393897	0.023689205816212887	-0.036550281778987635	0.6156767539637631	0.7745577142877067	0.4958406840418898
E4F1.hg38.10000	0.0560351154665728	0.441334074088923	0.510377134759276	0.06775065506425662	-0.08699732101145223	0.23142163721228154	0.2987875247569525	0.034868343247945764	-0.026796260509503518	0.7128979806935184	0.8462833011826929	0.4961075608911749
EBF1.hg38.10000	0.003682502130206929	0.9596767074189183	0.9647949831918192	0.07331255724880154	-0.005700399610107918	0.937617590132374	0.9426182172797466	0.015997430667072647	0.027885305179691358	0.7017736663174154	0.8452673233280051	0.4458709549468338
EBF3.hg38.10000	-0.027042275924261134	0.7103795930765868	0.7565341994064215	0.04817684443452961	-0.019739426608065044	0.786360307881194	0.818339156707471	0.009230034976296361	0.014945574297073645	0.8374099787463654	0.8994403475423924	0.49123333984510287
EGR1.hg38.10000	-0.16709902399753807	0.02086248461096923	0.046265627637267055	0.09043442778292053	-0.16021228020699663	0.026831229598954082	0.054974856297857005	0.045275237237941544	0.07378894427868794	0.31035708955915675	0.5467505736626267	0.46510313323041513
EGR2.hg38.10000	-0.1353610222522281	0.0618947774641846	0.10654945709587943	0.10211477852720516	-0.2089893521067236	0.003714526672480179	0.01337128494161212	0.02017298174590439	0.11381429542482598	0.1169469451849871	0.30197944064890503	0.5855541778877202
EGR3.hg38.10000	-0.19650894796105192	0.0064379884902614135	0.0189472373651101	0.09891999361868999	-0.21041248428426354	0.003481828664005972	0.012996528775547043	0.02062325756171797	0.12174078495889863	0.09340709246389757	0.26677631711279837	0.697946186160232
EHF.hg38.10000	-0.17965329947151043	0.012888817138980005	0.03239389374263641	0.04913301296006006	-0.10153747164471646	0.16220942444643122	0.2264924185789058	0.01843337253588921	-0.32363803109268036	4.949417319460764e-06	6.0191300949571226e-05	0.7088166931717226
ELF1.hg38.10000	-0.13553044505861037	0.06156615173832245	0.10646990461168607	0.07660569922651445	-0.12158586290879733	0.09382797471867434	0.14738811028725093	0.05017275028846741	-0.23776009406195014	0.0009264368256962157	0.006236905058704881	0.7276544694027225
ELF3.hg38.10000	0.04742564082564784	0.5147240006135737	0.5775325840217777	0.045574193647025495	-0.18958085258848303	0.008621093551535524	0.02370487996222908	0.013997081117777862	-0.29424167002100066	3.601775013238338e-05	0.000308606631816103	0.7242826729030796
ELF4.hg38.10000	0.06847953839725242	0.3465516088906886	0.42836051328455604	0.05593483238884497	-0.02191634088158318	0.7634619621426485	0.801741391999383	0.029752815076328782	-0.07243176523582952	0.319364594423892	0.551131716089511	0.6083872618039222
ELK3.hg38.10000	-0.14720879488795358	0.0421338082473356	0.07812645353211836	0.11722442666893035	-0.15133659788999873	0.03663252960722055	0.0693993148840309	0.03360750103340369	-0.12781678035330038	0.07805204029244968	0.23540495352202823	0.5492972199967799
ELK4.hg38.10000	-0.10264087954259471	0.1576709875778544	0.21853662616489378	0.06529925887429991	-0.09092953915560001	0.2109288712726499	0.2817335104597542	0.03225717683471016	-0.11595340501008773	0.11018070626165556	0.2945966401464124	0.4683988252945616
EOMES.hg38.10000	-0.09580678901310796	0.18736328260912075	0.2495970231223976	0.0584032356505274	-0.0354229052507134	0.6266173569437234	0.6867289057203015	0.009540802955402022	0.020164423238887105	0.7818747797554445	0.8849253359059742	0.5005101075048383
EPAS1.hg38.10000	-0.14293252181888266	0.04854803989041013	0.08767211285303816	0.07534289402798955	-0.14246942073736696	0.049289085936070676	0.0891186209470843	0.016522151081123218	-0.052088323332773225	0.4742164591251353	0.6849793298474177	0.4649487781841687
ERF.hg38.10000	-0.06056729503448519	0.40522470359610363	0.48200759753105016	0.05043698569629283	-0.19460739635076257	0.006981734790676962	0.02111282782985981	0.015659097802940444	-0.13315555808940582	0.06630555402673821	0.21006045267294374	0.6388412439403823
ERG.hg38.10000	-0.1284270543072958	0.07662962287281734	0.1256059470567484	0.08284237906462959	-0.12119078256073772	0.09490813551993033	0.14785275657443692	0.045761039755709984	-0.32024722499567754	6.290869499937424e-06	6.975464121989438e-05	0.6341798041287638
ESR1.hg38.10000	-0.39827178199499913	1.1570947310518943e-08	3.1158908114754583e-07	0.0637823762387759	-0.5023526567217955	1.3172656000844008e-13	8.27681885386365e-12	0.017110763066045524	0.1322527387811164	0.06818372627862858	0.2124402050168841	0.4650230225469866
ESR2.hg38.10000	-0.1758833369183079	0.014941111207177473	0.03542640833399942	0.08407306765736663	-0.24073963440285384	0.0007944417804548234	0.004218373961006597	0.017549418283828246	0.051539771997809014	0.4788900477830186	0.6890898779167862	0.4611465357346515
ESRRA.hg38.10000	-0.35262228281880365	5.644832504163424e-07	8.867091058623378e-06	0.04804603089660306	-0.4349636272723908	3.2218914242854065e-10	9.343485130427679e-09	0.01649377725210892	-0.1114934374522395	0.1246495807073724	0.3153885364206671	0.5182031656800531
ETS1.hg38.10000	-0.05219441615352378	0.4733154395182919	0.5390934160072388	0.07893986131531966	-0.06250577059263031	0.39033127852658744	0.46421101578714025	0.03561538132756172	-0.3141209421282475	9.632088319354685e-06	0.00010086936934435324	0.7100408733427765
ETV1.hg38.10000	-0.13736213583669696	0.058103921952222595	0.10188455151622287	0.06660946262351079	-0.11931741932333316	0.10016514601767339	0.1538125557653732	0.0369611556492166	-0.1891255493081926	0.00878523829688662	0.04301343945358774	0.6720126045984236
ETV2.hg38.10000	-0.2528005209885254	0.00041819949638518834	0.0017714742712046743	0.08086928242740177	-0.40170528880326073	8.426709505789842e-09	1.6720365703593529e-07	0.017936159686205724	0.0816881243182351	0.26125908908145595	0.5189884983379662	0.5191836076642076
ETV4.hg38.10000	-0.2716904544807058	0.00014355892529681178	0.0007216228644919739	0.06614361315185895	-0.24835397584374355	0.0005317603737918001	0.0030842101679924403	0.026899040823350186	0.060553706114792785	0.40533028323827414	0.634959843241251	0.6180786344426069
ETV5.hg38.10000	-0.1285061263588314	0.0764468670177972	0.1256059470567484	0.07691394778385896	-0.17143000984506074	0.017728574223981126	0.04075410050268832	0.03990548849383481	-0.21650824429217572	0.002626908207870744	0.015719752291543976	0.5480840395065244
ETV6.hg38.10000	0.4600669568978318	2.1456893251807975e-11	7.35386250539237e-10	0.04971605313364975	0.41501450954795255	2.381594409806285e-09	5.2815358382174677e-08	0.011420129718076858	-0.2899743930823566	4.721715977076997e-05	0.0003911973438396017	0.7293547725269347
FEZF1.hg38.10000	-0.2162552766072017	0.002658203073971956	0.00899687557396794	0.045260870284672225	-0.19084052713336092	0.008181042246941016	0.023016812888781813	0.010400881782461903	0.0371082705320905	0.6102927515400643	0.7745577142877067	0.46319581140663624
FLI1.hg38.10000	0.07082714909748683	0.3302310468252122	0.41345002763645683	0.054681187092477344	0.07710617196868895	0.28904786464467475	0.35674334922951495	0.023759434245071338	-0.2680947325045048	0.0001770474554884578	0.0013349378143829717	0.7265080733470193
FOS.hg38.10000	0.04720658089211426	0.5166700190480965	0.5779958373327371	0.056708442297555166	-0.045582034635922496	0.5312187868170152	0.5996092294311818	0.01411700147735675	-0.16958999060056792	0.019006159490690767	0.07961469031100467	0.784882285067372
FOSB.hg38.10000	-0.04289324146257606	0.555742978885356	0.610831204197607	0.05588624713993	-0.058915052434740135	0.41818106088211826	0.48960950295825645	0.01026861072146377	-0.14515452499196105	0.04512035081105083	0.1546397477796924	0.7459716674835999
FOSL1.hg38.10000	-0.06029778178284643	0.40732174159255863	0.48200759753105016	0.05677815543210176	-0.07772690782205181	0.2851716904361904	0.3536504187317229	0.01331328691200479	-0.0815046452143879	0.2623353610395281	0.5189884983379662	0.8151605716372069
FOSL2.hg38.10000	-0.06853821650110532	0.3461375724977277	0.42836051328455604	0.05818709748150911	-0.15691912492122215	0.0301679725236712	0.060190973561867804	0.014458546755090866	0.03389931634380955	0.6415330855414834	0.7938411822167357	0.744485229788093
FOXA1.hg38.10000	-0.2943434289445098	3.5784074453008844e-05	0.00023543395681196617	0.07077752127906209	-0.4303357015788362	5.184678487270146e-10	1.3030825264672302e-08	0.022646957299692346	0.21392620979230084	0.002962617457495206	0.017183181253472193	0.6288190711008534
FOXA2.hg38.10000	-0.2596827894189906	0.0002858857292512223	0.0012830823800917951	0.051470682771616726	-0.3643021123735673	2.2087415590764327e-07	3.2026752606608275e-06	0.015669789379322268	0.09786796309883587	0.17800624076680377	0.40671728950960623	0.6445445240106593
FOXA3.hg38.10000	-0.2363829901321556	0.0009940114029588156	0.0037103197912423114	0.0482378123485201	-0.3508725855313702	6.475978848976738e-07	7.62951258145072e-06	0.012659820364293549	0.05556729244265006	0.44516268237010126	0.6686546853086963	0.6983934430238069
FOXH1.hg38.10000	-0.15157772640456052	0.036330874013466574	0.07044349189772109	0.0874519037014383	-0.06119206384428362	0.4003881678637311	0.47318601656622766	0.01364314508256071	0.018708954521232772	0.7972651573721845	0.8849253359059742	0.5425823837972636
FOXK1.hg38.10000	-0.196345222130022	0.006483272201854649	0.0189472373651101	0.06229670350194872	-0.15806352509373606	0.02897039110079189	0.05840554783421681	0.01449739769479893	-0.10144599429350004	0.16259002592121	0.385512199825762	0.45011211493078424
FOXK2.hg38.10000	-0.006971474888542311	0.9237458098119811	0.9386850951458675	0.056916639749530276	-0.1150298977660946	0.1130632345329641	0.1698200773662449	0.022514668951496893	0.09820390093135688	0.17651448755970287	0.40671728950960623	0.5193408517258056
FOXM1.hg38.10000	-0.5435004681554455	4.504744181741539e-16	5.6609618550552006e-14	0.04536749940278169	-0.3760960987627212	8.239695876792461e-08	1.2943188939794825e-06	0.0233277762654958	-0.2962746759136377	3.161100551270831e-05	0.00028374640662597695	0.7815587244329704
FOXO1.hg38.10000	0.04778095919237699	0.5115755848615866	0.5757134193815467	0.0676595455682922	0.08998630895481588	0.215721573333494	0.28436025575778756	0.015038089696643636	-0.04135865955891402	0.5699812422598709	0.752684838375165	0.5178276667687207
FOXO3.hg38.10000	-0.15786223149222042	0.02917804798099004	0.06044024224633651	0.06966380088879967	-0.1942251969964077	0.007095837866501682	0.02111282782985981	0.02439606605368063	-0.3359007524735173	2.028881260953778e-06	2.6375456392399114e-05	0.725072733835073
FOXP1.hg38.10000	-0.18368264087266498	0.01097292446507574	0.02892861904429059	0.05349637539013418	-0.10819812104571196	0.13625332618790922	0.19833013116927328	0.027701331886342953	-0.24637654984443064	0.0005909010974182495	0.004203202145786416	0.6689648213842727
FOXP3.hg38.10000	0.08246510686811391	0.2567349708141196	0.33260853607190066	0.06455839411301767	0.14185998642345285	0.050278617121326925	0.0898343064205699	0.019880871537410895	-0.061588875330872005	0.39733427372720465	0.6320465029331482	0.5478515581322192
GABPA.hg38.10000	-0.1605953569375914	0.026464431372552524	0.05578514124519059	0.07445830423953373	-0.09919285208367824	0.1721766672092121	0.2386419247715918	0.050497810001439505	-0.15992226588108469	0.027111808497232166	0.10466366280864078	0.687138933400659
GATA1.hg38.10000	0.1605718192785137	0.026486844251695268	0.05578514124519059	0.053211138995163575	0.3152187114558761	8.93032224238388e-06	8.211540208240788e-05	0.009868422257697736	0.0587050576706301	0.4198449286529191	0.6460470942944919	0.5856260583562857
GATA2.hg38.10000	-0.088716233190823	0.22229723482092942	0.29200716908533236	0.04858589489127734	-0.13994030172243688	0.05350411043690023	0.09425724128369808	0.01433543129118509	0.016488723046774862	0.8208917155638289	0.8882096923800203	0.5049406276309109
GATA3.hg38.10000	-0.34133332682083956	1.3498148196405774e-06	1.7547592655327507e-05	0.05549691464816323	-0.37364187607392507	1.0149239089498292e-07	1.5305052546963422e-06	0.016987655499631698	0.2187572057538438	0.0023630326490266915	0.014368763043275204	0.5789507338551244
GATA4.hg38.10000	0.06631080141825488	0.3620733862461958	0.4417529663909897	0.05059441664904068	0.012627858183377754	0.8623513450118936	0.8834414594279453	0.009623077100704851	-0.04834439111520993	0.5066036332724968	0.7099984005343171	0.5227460571406621
GATA6.hg38.10000	0.15006326923479632	0.03826080944024579	0.07242340835071678	0.04694946879254952	0.0057182168027348915	0.9374230038877357	0.9426182172797466	0.009142371629806648	-0.053284001381270284	0.4641161475907539	0.6781852234174971	0.4941619612161986
GFI1.hg38.10000	-0.015090798550085546	0.8358523071014128	0.868089035198988	0.10734773695912846	0.08236931844285073	0.2572897813268744	0.3265934261287261	0.013033573814754265	0.02961012902649992	0.684284853313303	0.8321786764487589	0.47747018303998223
GFI1B.hg38.10000	0.11829560556222436	0.10312813401108249	0.15999714618180289	0.04611929485112883	0.02669011430792759	0.7139855296650544	0.7582325202358464	0.017810948372993508	-0.07128617751468772	0.3270985380466698	0.5554781479441194	0.4863253614534775
GLIS1.hg38.10000	-0.20307285998293353	0.004839643550599502	0.01483370421606514	0.09909739221905049	-0.2809428554915639	8.257356626558004e-05	0.0005873629147570505	0.02053009876029321	0.18339266238955884	0.011101903569798293	0.052317720572674455	0.5703543043734245
GLIS2.hg38.10000	-0.17939308832541234	0.013022071010722114	0.03251205808637243	0.13915123013791983	-0.20817556279426364	0.0038538067510159946	0.013706463633330472	0.052460161420996965	-0.07182302080080244	0.3234593710116658	0.5517836329022534	0.556078367449823
GLIS3.hg38.10000	-0.2603649305654129	0.0002751516916994572	0.0012497853948276552	0.13261154443455236	-0.26623524058574516	0.00019709858882113632	0.0013510212361012434	0.027528060844259582	-0.08529270291716529	0.2407276602654369	0.5039211220250671	0.5747949639322648
GMEB2.hg38.10000	-0.15562083345430175	0.031577447101537266	0.06335706920755023	0.07654759649522408	-0.12690813262260514	0.08020934020228492	0.12973109486523315	0.05530114801621068	0.02334169478205509	0.7485781502771303	0.8683506543214712	0.49840172169745817
GRHL2.hg38.10000	-0.639676717374093	2.2700096874835482e-23	8.557936521812977e-21	0.06016623834076475	-0.5789657958083878	1.738989512828027e-18	6.555990463361661e-16	0.019076983520784067	0.4134996943026946	2.75770525202655e-09	5.7758604445222746e-08	0.7037443110450686
HAND2.hg38.10000	-0.1693971446596457	0.019144572187764924	0.04400916899260596	0.0734969061881618	-0.15295267778676744	0.03465063607220911	0.06664943775113692	0.010372228015007734	0.02207877834631976	0.7617612584064963	0.8755609585952717	0.5019110880429551
HES1.hg38.10000	0.06989805811852345	0.3366301111583774	0.41884340563270056	0.056355500192836534	0.053269079591428486	0.46424146066028527	0.5319727375955244	0.013355206977610579	0.09268516598245875	0.20221264725879487	0.44843628245038625	0.4872445045264853
HES2.hg38.10000	0.07068591873581802	0.331198695878541	0.41345002763645683	0.052401403144027685	-0.03706272784448486	0.6107314126736374	0.6752074562403557	0.012495762205694119	-0.086697355382152	0.2330405896494061	0.493574732010259	0.650006174335735
HEY1.hg38.10000	0.015356419925258668	0.8330049148178148	0.8675216930561221	0.10438716020142644	-0.13898844571817012	0.05516593153457673	0.09540163389236435	0.05507162919403947	-0.08234428880112445	0.25743488995177843	0.5189884983379662	0.5599607991669162
HIC1.hg38.10000	0.01820267086533271	0.8026374042772735	0.8476030851891655	0.09173412624824938	0.056632461650582736	0.4364727729308908	0.5063084165998334	0.022623103459001953	0.0846916180874468	0.2440706883097664	0.5055749972130875	0.48039792920604407
HIF1A.hg38.10000	-0.20733955222661815	0.004001774528855843	0.012677890734274394	0.07195414778225155	-0.15997720980956767	0.02705846006638886	0.054983751024457066	0.028000102334194147	-0.07417241381334821	0.3078424735347267	0.5467505736626267	0.4991138443842846
HIF3A.hg38.10000	-0.3394115461870512	1.5605074100730074e-06	1.9610376453250795e-05	0.09358650772105698	-0.32267537548091296	5.299712884947759e-06	5.257873046382381e-05	0.024177729393970133	-0.017128298081593923	0.8140681295569929	0.8882096923800203	0.6024364336743899
HLF.hg38.10000	0.09813292498119805	0.17682888806147798	0.24066603176598267	0.03910989989615231	0.008690384269240214	0.9050239327267843	0.9171882328978432	0.009790830533843307	-0.086789775687088	0.23254093846969032	0.493574732010259	0.7076250331812378
HMBOX1.hg38.10000	0.059227490439508805	0.4157126389378949	0.4867194561477838	0.04959459698420337	0.1797528767783241	0.012838141213222106	0.031428436606394376	0.011267088919635676	-0.060384047713374016	0.4066498231790757	0.634959843241251	0.5873248018245737
HMG20A.hg38.10000	0.014228905937555445	0.8451060942760971	0.8752884547859576	0.04429338515979311	-0.03259679890785728	0.6543996568929242	0.706901635096368	0.010316156592625587	-0.03429815172826952	0.6376143305288753	0.7938411822167357	0.6703025451558686
HMGA1.hg38.10000	-0.018796493253553585	0.7963372292488363	0.8433121781652003	0.10374612563325138	-0.1681261782492014	0.020078843127015	0.04479126543718731	0.01467699128257208	0.01037845594258355	0.8866887014630602	0.9245376388340774	0.596456764569195
HNF1A.hg38.10000	0.1052144134794234	0.14745749338146655	0.20589435186967736	0.057375601865415106	0.07511170829719631	0.30173967485187475	0.36695437877147347	0.01091208576251686	-0.008813914774332774	0.9036803633880883	0.9333904027323543	0.452395806075051
HNF1B.hg38.10000	0.09946842260516506	0.17098214992563074	0.23438354587048352	0.04264100520918706	0.023108140172427325	0.7510107790329277	0.790868893003949	0.009974771444608174	-0.09420162573156829	0.194895993285191	0.4347679850208107	0.44110056938460096
HNF4A.hg38.10000	-0.1102696544704249	0.12886622833366398	0.1905198748305542	0.06013103401455805	-0.1661475750085942	0.02161182219491729	0.047647116768911216	0.013103591405790555	0.01902885458849613	0.793875540863873	0.8849253359059742	0.5008890922380346
HNF4G.hg38.10000	-0.17167500383752501	0.01756423030730203	0.04138571766158041	0.051363596108056145	-0.332441889480617	2.6193837091022377e-06	2.7430768286987323e-05	0.012522259297789325	-0.010239839740520696	0.8881921708940265	0.9245376388340774	0.5205222971856319
