seqnames	start	end	width	strand	Median
chr1	67000001	68000000	1000000	*	0.0195981579282228
chr1	68000001	69000000	1000000	*	0.0315071162685504
chr1	69000001	70000000	1000000	*	0.0446456316593309
chr1	70000001	71000000	1000000	*	-0.0392110568853589
chr1	71000001	72000000	1000000	*	0.00982681120496232
chr1	72000001	73000000	1000000	*	-0.0132363891916198
chr1	73000001	74000000	1000000	*	-0.017298142629241
chr1	74000001	75000000	1000000	*	0.015584562120807
chr1	75000001	76000000	1000000	*	-0.0130791776386279
chr1	76000001	77000000	1000000	*	0.0917025605101142
chr1	77000001	78000000	1000000	*	-0.0942183646835872
chr1	78000001	79000000	1000000	*	0.0125211236142636
chr1	79000001	80000000	1000000	*	-0.0283302085525083
chr1	80000001	81000000	1000000	*	-0.0249263815292629
chr1	81000001	82000000	1000000	*	-0.100028870888151
chr1	82000001	83000000	1000000	*	0.0129488498334403
chr1	83000001	84000000	1000000	*	0.0916914609047702
chr1	84000001	85000000	1000000	*	-0.0486526441681033
chr1	85000001	86000000	1000000	*	-0.0329184313824389
chr1	86000001	87000000	1000000	*	-0.0475846989844886
chr1	87000001	88000000	1000000	*	0.0166856812708957
chr1	88000001	89000000	1000000	*	-0.0266391327919404
chr1	89000001	90000000	1000000	*	0.0063376946768667
chr1	90000001	91000000	1000000	*	0.0403798758131827
chr1	91000001	92000000	1000000	*	0.0353316087814327
chr1	92000001	93000000	1000000	*	-0.085843433689805
chr1	93000001	94000000	1000000	*	-0.0345816718911742
chr1	94000001	95000000	1000000	*	0.0844978248309851
chr1	95000001	96000000	1000000	*	-0.0168750281910604
chr1	96000001	97000000	1000000	*	0.00287994089722566
chr1	97000001	98000000	1000000	*	-0.00362362821493271
chr1	98000001	99000000	1000000	*	0.0277501174131289
chr1	99000001	100000000	1000000	*	-0.0230730608083733
chr1	100000001	101000000	1000000	*	-0.0589831165079398
chr1	101000001	102000000	1000000	*	-0.00281244180008586
chr1	102000001	103000000	1000000	*	0.0190039905535805
chr1	103000001	104000000	1000000	*	-0.117703856942634
chr1	104000001	105000000	1000000	*	-0.0483132690381984
chr1	105000001	106000000	1000000	*	-0.0254912403561469
chr1	106000001	107000000	1000000	*	0.006881959097496
chr1	107000001	108000000	1000000	*	0.00389963097603742
chr1	108000001	109000000	1000000	*	-0.224166531189573
chr1	109000001	110000000	1000000	*	-0.0824366515113766
chr1	110000001	111000000	1000000	*	0.0552990406552885
chr1	111000001	112000000	1000000	*	0.0653759290906225
chr1	112000001	113000000	1000000	*	0.0343789071093639
chr1	113000001	114000000	1000000	*	-0.090918230963111
chr1	114000001	115000000	1000000	*	0.000417228717804602
chr1	115000001	116000000	1000000	*	0.116146309158783
chr1	116000001	117000000	1000000	*	0.129109987359207
chr1	117000001	118000000	1000000	*	0.0488762284179832
chr1	118000001	119000000	1000000	*	0.0429926247501376
chr1	119000001	120000000	1000000	*	0.136943273382158
chr1	120000001	121000000	1000000	*	0.144081344738647
chr1	126000001	127000000	1000000	*	NA
chr1	127000001	128000000	1000000	*	NA
chr1	128000001	129000000	1000000	*	NA
chr1	129000001	130000000	1000000	*	NA
chr1	130000001	131000000	1000000	*	NA
chr1	131000001	132000000	1000000	*	NA
chr1	132000001	133000000	1000000	*	NA
chr1	133000001	134000000	1000000	*	NA
chr1	134000001	135000000	1000000	*	NA
chr1	135000001	136000000	1000000	*	NA
chr1	136000001	137000000	1000000	*	NA
chr1	137000001	138000000	1000000	*	NA
chr1	138000001	139000000	1000000	*	NA
chr1	139000001	140000000	1000000	*	NA
chr1	140000001	141000000	1000000	*	NA
chr1	141000001	142000000	1000000	*	NA
chr1	142000001	143000000	1000000	*	NA
chr1	143000001	144000000	1000000	*	NA
chr1	144000001	145000000	1000000	*	-0.987479582655671
chr1	145000001	146000000	1000000	*	0.0600334122030043
chr1	146000001	147000000	1000000	*	-0.000875176972025216
chr1	147000001	148000000	1000000	*	0.139698434558376
chr1	148000001	149000000	1000000	*	0.00919407827590317
chr1	149000001	150000000	1000000	*	0.0863920908046082
chr1	150000001	151000000	1000000	*	-0.245247933357572
chr1	151000001	152000000	1000000	*	-0.1218414141497
chr1	152000001	153000000	1000000	*	0.137675558622282
chr1	153000001	154000000	1000000	*	-0.222939886841882
chr1	154000001	155000000	1000000	*	-0.0650048913643353
chr1	155000001	156000000	1000000	*	-0.333850144379898
chr1	156000001	157000000	1000000	*	0.0609994726953972
chr1	157000001	158000000	1000000	*	0.187959305698867
chr1	158000001	159000000	1000000	*	0.041347706928348
chr1	159000001	160000000	1000000	*	0.0524097408766366
chr1	160000001	161000000	1000000	*	0.0663483246877851
chr1	161000001	162000000	1000000	*	-0.117529916004429
chr1	162000001	163000000	1000000	*	0.0958571025672496
chr1	163000001	164000000	1000000	*	0.0591617973025048
chr1	164000001	165000000	1000000	*	0.055656825533245
chr1	165000001	166000000	1000000	*	0.127393825296102
chr1	166000001	167000000	1000000	*	0.112422230891626
chr1	167000001	168000000	1000000	*	-0.0652661606298525
chr1	168000001	169000000	1000000	*	0.0866247615903125
chr1	169000001	170000000	1000000	*	-0.0386852839145196
chr1	170000001	171000000	1000000	*	0.0547944947272077
chr1	171000001	172000000	1000000	*	0.0105464652627189
chr1	172000001	173000000	1000000	*	0.0200994513952852
chr1	173000001	174000000	1000000	*	0.00659240850283237
chr1	174000001	175000000	1000000	*	-0.113223975766286
chr1	175000001	176000000	1000000	*	0.170014559719165
chr1	176000001	177000000	1000000	*	0.00157764798301744
chr1	177000001	178000000	1000000	*	0.136741797747794
chr1	178000001	179000000	1000000	*	-0.0358536476343117
chr1	179000001	180000000	1000000	*	-0.0606915427370866
chr1	180000001	181000000	1000000	*	-0.0865664926306724
chr1	181000001	182000000	1000000	*	0.165862213978192
chr1	182000001	183000000	1000000	*	-0.0193402132111274
chr1	183000001	184000000	1000000	*	0.012082302655344
chr1	184000001	185000000	1000000	*	-0.00177545043868222
chr1	185000001	186000000	1000000	*	-0.0573023067025012
chr1	186000001	187000000	1000000	*	-0.0373350858290162
chr1	187000001	188000000	1000000	*	-0.0206251324265751
chr1	188000001	189000000	1000000	*	-0.0095875330374155
chr1	189000001	190000000	1000000	*	NA
chr1	190000001	191000000	1000000	*	NA
chr1	191000001	192000000	1000000	*	0.00909621330131123
chr1	192000001	193000000	1000000	*	-0.0459575238531514
chr1	193000001	194000000	1000000	*	-0.0274128698672559
chr1	194000001	195000000	1000000	*	-0.0134334089091055
chr1	195000001	196000000	1000000	*	-0.00974913629956078
chr1	196000001	197000000	1000000	*	0.0260894697246237
chr1	197000001	198000000	1000000	*	-0.0221330436087886
chr1	198000001	199000000	1000000	*	-0.643992958284546
chr1	199000001	200000000	1000000	*	0.000527979626972524
chr1	200000001	201000000	1000000	*	-0.123068007783039
chr1	201000001	202000000	1000000	*	0.253187820156751
chr1	202000001	203000000	1000000	*	0.0838039380918296
chr1	203000001	204000000	1000000	*	0.0624523644912289
chr1	204000001	205000000	1000000	*	0.150064497159569
chr1	205000001	206000000	1000000	*	0.113259685664433
chr1	206000001	207000000	1000000	*	0.0527925025856232
chr1	207000001	208000000	1000000	*	-0.074841122055182
chr1	208000001	209000000	1000000	*	0.117252584482129
chr1	209000001	210000000	1000000	*	0.101505408157457
chr1	210000001	211000000	1000000	*	0.124313849637719
chr1	211000001	212000000	1000000	*	-0.0279448650997542
chr1	212000001	213000000	1000000	*	-0.0667228341614459
chr1	213000001	214000000	1000000	*	0.058187618248119
chr1	214000001	215000000	1000000	*	-0.00427327177500792
chr1	215000001	216000000	1000000	*	-0.00654882271080824
chr1	216000001	217000000	1000000	*	-0.0711408103382098
chr1	217000001	218000000	1000000	*	-0.108343614636486
chr1	218000001	219000000	1000000	*	-0.0449770727909924
chr1	219000001	220000000	1000000	*	-0.0132694959443841
chr1	220000001	221000000	1000000	*	-0.0344698672713797
chr1	221000001	222000000	1000000	*	0.0550362141264368
chr1	222000001	223000000	1000000	*	0.0101244959771224
chr1	223000001	224000000	1000000	*	NA
chr1	224000001	225000000	1000000	*	0.00752776822550375
chr1	225000001	226000000	1000000	*	-0.0735174246046415
chr1	226000001	227000000	1000000	*	-0.0393447735109655
chr1	227000001	228000000	1000000	*	-0.0400469295247011
chr1	228000001	229000000	1000000	*	NA
chr1	229000001	230000000	1000000	*	0.0360345456237967
chr1	230000001	231000000	1000000	*	0.0571120302014814
chr1	231000001	232000000	1000000	*	0.0694608410144115
chr1	232000001	233000000	1000000	*	0.108906834198146
chr1	233000001	234000000	1000000	*	0.0302590585304945
chr1	234000001	235000000	1000000	*	-0.0103295778269714
chr1	235000001	236000000	1000000	*	-0.182926685707484
chr1	236000001	237000000	1000000	*	-0.0391208266898344
chr1	237000001	238000000	1000000	*	-0.0551469014983678
chr1	238000001	239000000	1000000	*	-0.0450741894029939
chr1	239000001	240000000	1000000	*	-0.0418191674292923
chr1	240000001	241000000	1000000	*	-0.104673045051735
chr1	241000001	242000000	1000000	*	-0.0843142655384024
chr1	242000001	243000000	1000000	*	0.0554844673129684
chr1	243000001	244000000	1000000	*	-3.04418211240541
chr1	244000001	245000000	1000000	*	-0.08582493790116
chr1	245000001	246000000	1000000	*	-0.736366973532073
chr1	246000001	247000000	1000000	*	-0.102596618002319
chr1	247000001	248000000	1000000	*	-0.0714106161392422
chr1	248000001	249000000	1000000	*	NA
chr2	1	1000000	1000000	*	NA
chr2	1000001	2000000	1000000	*	-0.372381040638611
chr2	2000001	3000000	1000000	*	0.0945382831738824
chr2	3000001	4000000	1000000	*	-0.129574791865327
chr2	4000001	5000000	1000000	*	-0.075079729926926
chr2	5000001	6000000	1000000	*	-0.00976708319400538
chr2	6000001	7000000	1000000	*	-0.0224655840363412
chr2	7000001	8000000	1000000	*	0.055399559183339
chr2	8000001	9000000	1000000	*	0.000869843906443461
chr2	9000001	10000000	1000000	*	-0.0255696349568298
chr2	10000001	11000000	1000000	*	0.0838519217907931
chr2	11000001	12000000	1000000	*	0.0306414861627263
chr2	12000001	13000000	1000000	*	0.080552043537618
chr2	13000001	14000000	1000000	*	0.0059426325192353
chr2	14000001	15000000	1000000	*	-0.00259663986190892
chr2	15000001	16000000	1000000	*	0.024454220724479
chr2	16000001	17000000	1000000	*	NA
chr2	17000001	18000000	1000000	*	0.0473726188986727
chr2	18000001	19000000	1000000	*	0.0599306830327339
chr2	19000001	20000000	1000000	*	0.0876982513754677
chr2	20000001	21000000	1000000	*	NA
chr2	21000001	22000000	1000000	*	0.0224586976675264
chr2	22000001	23000000	1000000	*	-0.0134538636629171
chr2	23000001	24000000	1000000	*	0.0713397445963378
chr2	24000001	25000000	1000000	*	-0.106735439995278
chr2	25000001	26000000	1000000	*	-0.0790482750900098
chr2	26000001	27000000	1000000	*	-0.0315464174284154
chr2	27000001	28000000	1000000	*	-0.0830729731327533
chr2	28000001	29000000	1000000	*	-0.037026299484155
chr2	29000001	30000000	1000000	*	0.15683870903193
chr2	30000001	31000000	1000000	*	0.111670900904774
chr2	31000001	32000000	1000000	*	NA
chr2	32000001	33000000	1000000	*	NA
chr2	33000001	34000000	1000000	*	-0.0219007312939304
chr2	34000001	35000000	1000000	*	-0.0271387199973969
chr2	35000001	36000000	1000000	*	0.0114433087801427
chr2	36000001	37000000	1000000	*	-0.194256057119016
chr2	37000001	38000000	1000000	*	-0.0568813956101687
chr2	38000001	39000000	1000000	*	-0.0498718669216714
chr2	39000001	40000000	1000000	*	-0.0379687854036937
chr2	40000001	41000000	1000000	*	0.0292267443765625
chr2	41000001	42000000	1000000	*	0.0161481295302549
chr2	42000001	43000000	1000000	*	-0.067233121547688
chr2	43000001	44000000	1000000	*	-0.0894475241556456
chr2	44000001	45000000	1000000	*	-0.0585461410785921
chr2	45000001	46000000	1000000	*	0.0881315267198253
chr2	46000001	47000000	1000000	*	0.0418294296278259
chr2	47000001	48000000	1000000	*	0.00304441722925561
chr2	48000001	49000000	1000000	*	-0.0120320782299453
chr2	49000001	50000000	1000000	*	0.0604368259554366
chr2	50000001	51000000	1000000	*	-0.0579432660823685
chr2	51000001	52000000	1000000	*	0.000522007929060252
chr2	52000001	53000000	1000000	*	-0.0456391932388575
chr2	53000001	54000000	1000000	*	-0.0596982321924402
chr2	54000001	55000000	1000000	*	-0.0860235646993668
chr2	55000001	56000000	1000000	*	-0.131210744868405
chr2	56000001	57000000	1000000	*	0.0316336259182517
chr2	57000001	58000000	1000000	*	0.0184704859996121
chr2	58000001	59000000	1000000	*	0.0342874869451453
chr2	59000001	60000000	1000000	*	0.102701061203162
chr2	60000001	61000000	1000000	*	0.0240759707107664
chr2	61000001	62000000	1000000	*	-0.214364118545367
chr2	62000001	63000000	1000000	*	-0.0331935634004121
chr2	63000001	64000000	1000000	*	-0.00936456978755679
chr2	64000001	65000000	1000000	*	-0.0808644556567184
chr2	65000001	66000000	1000000	*	0.0421950423975783
chr2	66000001	67000000	1000000	*	0.0783641620669734
chr2	67000001	68000000	1000000	*	0.119216032494142
chr2	68000001	69000000	1000000	*	-0.0822954999387966
chr2	69000001	70000000	1000000	*	-0.0835516591338434
chr2	70000001	71000000	1000000	*	0.0168114057952431
chr2	71000001	72000000	1000000	*	0.0920994933043033
chr2	72000001	73000000	1000000	*	-0.00142477359584976
chr2	73000001	74000000	1000000	*	0.00637976458621865
chr2	74000001	75000000	1000000	*	-0.0423188857658496
chr2	75000001	76000000	1000000	*	0.0578561305911585
chr2	76000001	77000000	1000000	*	-0.0175664009209512
chr2	77000001	78000000	1000000	*	-0.0510439776090744
chr2	78000001	79000000	1000000	*	-0.0318812008481723
chr2	79000001	80000000	1000000	*	0.0218521576034995
chr2	80000001	81000000	1000000	*	-0.00162869660919509
chr2	81000001	82000000	1000000	*	0.0193052067468716
chr2	82000001	83000000	1000000	*	-0.0414812935270131
chr2	83000001	84000000	1000000	*	-0.034922629778714
chr2	84000001	85000000	1000000	*	0.0635521799427387
chr2	85000001	86000000	1000000	*	-0.0367760397666116
chr2	86000001	87000000	1000000	*	-0.121005817503638
chr2	87000001	88000000	1000000	*	-0.117778356597381
chr2	88000001	89000000	1000000	*	0.0554246353033998
chr2	89000001	90000000	1000000	*	NA
chr2	90000001	91000000	1000000	*	NA
chr2	97000001	98000000	1000000	*	NA
chr2	98000001	99000000	1000000	*	0.0350361360123532
chr2	99000001	100000000	1000000	*	-0.0136277675972565
chr2	100000001	101000000	1000000	*	0.109247055112719
chr2	101000001	102000000	1000000	*	-0.00852865934278833
chr2	102000001	103000000	1000000	*	0.0477379479612268
chr2	103000001	104000000	1000000	*	-0.0262322062569144
chr2	104000001	105000000	1000000	*	-0.0331204649968413
chr2	105000001	106000000	1000000	*	0.0342097418934503
chr2	106000001	107000000	1000000	*	0.0529027110834948
chr2	107000001	108000000	1000000	*	0.0237715846623286
chr2	108000001	109000000	1000000	*	0.02266061294045
chr2	109000001	110000000	1000000	*	NA
chr2	110000001	111000000	1000000	*	-0.237836087150993
chr2	111000001	112000000	1000000	*	0.0089069930898044
chr2	112000001	113000000	1000000	*	-0.0715211902736173
chr2	113000001	114000000	1000000	*	0.13012347879735
chr2	114000001	115000000	1000000	*	0.0267986795425748
chr2	115000001	116000000	1000000	*	-0.186382641892334
chr2	116000001	117000000	1000000	*	-0.24511112121588
chr2	117000001	118000000	1000000	*	0.0327143093547629
chr2	118000001	119000000	1000000	*	0.117327116492969
chr2	119000001	120000000	1000000	*	0.0347571788044137
chr2	120000001	121000000	1000000	*	0.216017186606944
chr2	121000001	122000000	1000000	*	0.00348579191922624
chr2	122000001	123000000	1000000	*	0.0561385967078986
chr2	123000001	124000000	1000000	*	0.0280382107542934
chr2	124000001	125000000	1000000	*	-0.0193681918882118
chr2	125000001	126000000	1000000	*	-0.030190922540141
chr2	126000001	127000000	1000000	*	0.0711119427269595
chr2	127000001	128000000	1000000	*	-0.0879607984123464
chr2	128000001	129000000	1000000	*	0.0426811325461759
chr2	129000001	130000000	1000000	*	0.0951341610334049
chr2	130000001	131000000	1000000	*	0.0467852054419611
chr2	131000001	132000000	1000000	*	0.260110116306757
chr2	132000001	133000000	1000000	*	0.279377869824283
chr2	133000001	134000000	1000000	*	0.0457642724350924
chr2	134000001	135000000	1000000	*	0.0717345314889373
chr2	135000001	136000000	1000000	*	-0.130141786856735
chr2	136000001	137000000	1000000	*	0.0540003957750341
chr2	137000001	138000000	1000000	*	0.0237129409859276
chr2	138000001	139000000	1000000	*	0.0117378653376004
chr2	139000001	140000000	1000000	*	-0.0383476054570204
chr2	140000001	141000000	1000000	*	-0.0574373914929897
chr2	141000001	142000000	1000000	*	-0.0480853224691548
chr2	142000001	143000000	1000000	*	0.00414151742649581
chr2	143000001	144000000	1000000	*	-0.0247702511128363
chr2	144000001	145000000	1000000	*	-0.0786836857285955
chr2	145000001	146000000	1000000	*	0.0151374105814336
chr2	146000001	147000000	1000000	*	0.0025411714889191
chr2	147000001	148000000	1000000	*	0.0299842112448638
chr2	148000001	149000000	1000000	*	-0.150591453841293
chr2	149000001	150000000	1000000	*	0.0204893977419133
chr2	150000001	151000000	1000000	*	-0.0527393614590183
chr2	151000001	152000000	1000000	*	-0.0762082106226976
chr2	152000001	153000000	1000000	*	-0.0849423650593452
chr2	153000001	154000000	1000000	*	-0.0174702340444565
chr2	154000001	155000000	1000000	*	-0.000439180105313701
chr2	155000001	156000000	1000000	*	0.0440717200402519
chr2	156000001	157000000	1000000	*	-0.0626498534214095
chr2	157000001	158000000	1000000	*	-0.0211920432002563
chr2	158000001	159000000	1000000	*	0.0261292228655527
chr2	159000001	160000000	1000000	*	-0.111845244678377
chr2	160000001	161000000	1000000	*	0.0392004623740983
chr2	161000001	162000000	1000000	*	-0.00300632946598065
chr2	162000001	163000000	1000000	*	-0.0540406345293771
chr2	163000001	164000000	1000000	*	-0.0533909912537802
chr2	164000001	165000000	1000000	*	-0.0214330625479538
chr2	165000001	166000000	1000000	*	-0.0109386561416026
chr2	166000001	167000000	1000000	*	0.0344481389239013
chr2	167000001	168000000	1000000	*	0.0190293296942026
chr2	168000001	169000000	1000000	*	-0.157076793798855
chr2	169000001	170000000	1000000	*	-0.0812634212928204
chr2	170000001	171000000	1000000	*	-0.00299789726104162
chr2	171000001	172000000	1000000	*	-0.11568060213344
chr2	172000001	173000000	1000000	*	0.00177258171510977
chr2	173000001	174000000	1000000	*	0.0140630870278433
chr2	174000001	175000000	1000000	*	-0.137359834573066
chr2	175000001	176000000	1000000	*	0.00443654614708022
chr2	176000001	177000000	1000000	*	0.00286727130858806
chr2	177000001	178000000	1000000	*	-0.0538925152349803
chr2	178000001	179000000	1000000	*	-0.0294862727856038
chr2	179000001	180000000	1000000	*	0.00178776086529678
chr2	180000001	181000000	1000000	*	0.033947611054704
chr2	181000001	182000000	1000000	*	-0.0041903178863943
chr2	182000001	183000000	1000000	*	-0.00824430218083489
chr2	183000001	184000000	1000000	*	-0.0262230974493945
chr2	184000001	185000000	1000000	*	0.00580897073407095
chr2	185000001	186000000	1000000	*	-0.0100745640173809
chr2	186000001	187000000	1000000	*	-0.0288112984940281
chr2	187000001	188000000	1000000	*	-0.0179083330569966
chr2	188000001	189000000	1000000	*	-0.0211160596090649
chr2	189000001	190000000	1000000	*	-0.0554102061404485
chr2	190000001	191000000	1000000	*	-0.0491465769693442
chr2	191000001	192000000	1000000	*	-0.0333796044839366
chr2	192000001	193000000	1000000	*	-0.00576026812451724
chr2	193000001	194000000	1000000	*	NA
chr2	194000001	195000000	1000000	*	0.0232710429122358
chr2	195000001	196000000	1000000	*	-0.0360788446732092
chr2	196000001	197000000	1000000	*	-0.0495780159610973
chr2	197000001	198000000	1000000	*	-0.100991725203211
chr2	198000001	199000000	1000000	*	-0.00290485296737827
chr2	199000001	200000000	1000000	*	-0.0166708211064107
chr2	200000001	201000000	1000000	*	-0.0126479437667256
chr2	201000001	202000000	1000000	*	-0.080756417216811
chr2	202000001	203000000	1000000	*	-0.153472972651073
chr2	203000001	204000000	1000000	*	-0.099622546302052
chr2	204000001	205000000	1000000	*	0.0399132114997452
chr2	205000001	206000000	1000000	*	0.00173511034639031
chr2	206000001	207000000	1000000	*	-0.0244923340578672
chr2	207000001	208000000	1000000	*	-0.0652779197720149
chr2	208000001	209000000	1000000	*	-0.039361239908404
chr2	209000001	210000000	1000000	*	-0.0116731883206134
chr2	210000001	211000000	1000000	*	-0.00761995826161677
chr2	211000001	212000000	1000000	*	-0.0366710363674969
chr2	212000001	213000000	1000000	*	0.020415313761834
chr2	213000001	214000000	1000000	*	-0.0252346902623029
chr2	214000001	215000000	1000000	*	-0.0238410448690213
chr2	215000001	216000000	1000000	*	0.0150433077378429
chr2	216000001	217000000	1000000	*	0.0907177429124489
chr2	217000001	218000000	1000000	*	0.142766530293124
chr2	218000001	219000000	1000000	*	-0.0364832573419732
chr2	219000001	220000000	1000000	*	0.091187813183735
chr2	220000001	221000000	1000000	*	-0.0212159340344119
chr2	221000001	222000000	1000000	*	-0.0411397037934502
chr2	222000001	223000000	1000000	*	-0.0275804455964143
chr2	223000001	224000000	1000000	*	-0.00641672376156121
chr2	224000001	225000000	1000000	*	-0.000652737905693311
chr2	225000001	226000000	1000000	*	-0.0185004565278962
chr2	226000001	227000000	1000000	*	-0.049973080216657
chr2	227000001	228000000	1000000	*	-0.0544826014391372
chr2	228000001	229000000	1000000	*	-0.0515191301539386
chr2	229000001	230000000	1000000	*	-0.0641209570961891
chr2	230000001	231000000	1000000	*	0.0142321997163331
chr2	231000001	232000000	1000000	*	-0.0746101037181287
chr2	232000001	233000000	1000000	*	0.0150112316540592
chr2	233000001	234000000	1000000	*	NA
chr2	234000001	235000000	1000000	*	0.145352228302282
chr2	235000001	236000000	1000000	*	0.0537132346580682
chr2	236000001	237000000	1000000	*	0.0840698118403566
chr2	237000001	238000000	1000000	*	0.0267478641320706
chr2	238000001	239000000	1000000	*	NA
chr2	239000001	240000000	1000000	*	NA
chr2	240000001	241000000	1000000	*	0.16519089936809
chr2	241000001	242000000	1000000	*	-0.311759716678032
chr2	242000001	243000000	1000000	*	NA
chr3	1	1000000	1000000	*	NA
chr3	1000001	2000000	1000000	*	-0.0381141022149324
chr3	2000001	3000000	1000000	*	-0.0575826360151982
chr3	3000001	4000000	1000000	*	0.056148761273326
chr3	4000001	5000000	1000000	*	0.0143453470474265
chr3	5000001	6000000	1000000	*	0.0575954742586674
chr3	6000001	7000000	1000000	*	0.0289790651100427
chr3	7000001	8000000	1000000	*	0.0188360052282959
chr3	8000001	9000000	1000000	*	0.128869879854228
chr3	9000001	10000000	1000000	*	0.00328085169139578
chr3	10000001	11000000	1000000	*	0.210804761887487
chr3	11000001	12000000	1000000	*	-0.209041125674239
chr3	12000001	13000000	1000000	*	-0.0189213276297951
chr3	13000001	14000000	1000000	*	0.249615200515177
chr3	14000001	15000000	1000000	*	0.0842293596579313
chr3	15000001	16000000	1000000	*	-0.0296550604296274
chr3	16000001	17000000	1000000	*	NA
chr3	17000001	18000000	1000000	*	-0.0350869395366166
chr3	18000001	19000000	1000000	*	0.0663557752887065
chr3	19000001	20000000	1000000	*	0.0170208972391959
chr3	20000001	21000000	1000000	*	-0.218403628958919
chr3	21000001	22000000	1000000	*	0.00547763430246198
chr3	22000001	23000000	1000000	*	0.0571453396434414
chr3	23000001	24000000	1000000	*	-0.011109975633242
chr3	24000001	25000000	1000000	*	0.0227444929832778
chr3	25000001	26000000	1000000	*	-0.0149010185160991
chr3	26000001	27000000	1000000	*	0.0298743108814564
chr3	27000001	28000000	1000000	*	-0.0353375272999818
chr3	28000001	29000000	1000000	*	-0.00783515984642182
chr3	29000001	30000000	1000000	*	0.0105961623371031
chr3	30000001	31000000	1000000	*	0.03076811677023
chr3	31000001	32000000	1000000	*	0.0114533363268884
chr3	32000001	33000000	1000000	*	-0.0414964202147267
chr3	33000001	34000000	1000000	*	-0.0607886418660073
chr3	34000001	35000000	1000000	*	0.0665127273154751
chr3	35000001	36000000	1000000	*	0.0355756657086353
chr3	36000001	37000000	1000000	*	0.0813292397171064
chr3	37000001	38000000	1000000	*	0.0106986846635325
chr3	38000001	39000000	1000000	*	0.121866723035065
chr3	39000001	40000000	1000000	*	0.0602118155260857
chr3	40000001	41000000	1000000	*	0.109751208369221
chr3	41000001	42000000	1000000	*	0.0452441830349439
chr3	42000001	43000000	1000000	*	0.057910975197949
