Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr8	110026580	110026760	8.782208	0.956142306609195	348	110026670	110026650.0	110026690.0	Renal / cancer	110026670
chr3	192571358	192571540	3.9739729	0.996227383815029	346	192571450	192571390.0	192571510.0	Renal / cancer	192571450
chr5	102971800	102971980	5.610541	0.762272363953488	344	102971890	102971870.0	102971930.0	Renal / cancer	102971890
chr2	62288000	62288180	2.331464	2.82023885672515	342	62288090	62288070.0	62288130.0	Renal / cancer	62288090
chr5	173766479	173766691	5.961409	4.53688025219941	341	173766570	173766510.0	173766630.0	Renal / cancer	173766570
chr5	23821000	23821166	5.218174	0.822677954252199	341	23821090	23821030.0	23821117.0	Renal / cancer	23821090
chr10	59991717	59991920	10.503476	1.93817115781711	339	59991810	59991770.0	59991890.0	Renal / cancer	59991810
chr4	105991040	105991261	4.601469	3.17500182300885	339	105991150	105991090.0	105991210.0	Renal / cancer	105991150
chr3	154758400	154758573	3.802417	0.766982472781065	338	154758490	154758450.0	154758510.0	Renal / cancer	154758490
chr5	124599600	124599860	5.717719	2.2429993964497	338	124599730	124599650.0	124599830.0	Renal / cancer	124599730
chr5	43041660	43042034	5.3134759	2.36069550445104	337	43041810	43041730.0	43042010.0	Renal / cancer	43041810
chr18	62526145	62526368	18.800027	1.94535813988095	336	62526270	62526230.0	62526370.0	Renal / cancer	62526270
chr3	36908059	36908242	3.2676	1.36383318452381	336	36908150	36908110.0	36908190.0	Renal / cancer	36908150
chr1	207205140	207205322	1.848963	3.14302610447761	335	207205230	207205210.0	207205290.0	Renal / cancer	207205230
chr1	53572579	53572760	1.293616	1.97441284730539	334	53572670	53572630.0	53572710.0	Renal / cancer	53572670
chr10	25062519	25062760	10.2684738	3.33394417717718	333	25062630	25062550.0	25062710.0	Renal / cancer	25062630
chr12	56526740	56526921	12.481736	2.10505321686747	332	56526830	56526810.0	56526870.0	Renal / cancer	56526830
chr10	127945480	127945680	10.960482	2.80320556495468	331	127945570	127945550.0	127945610.0	Renal / cancer	127945570
chr8	124041400	124041581	8.8690759	1.96656935151515	330	124041490	124041470.0	124041530.0	Renal / cancer	124041490
chr19	6087953	6088160	19.19327	3.56558927355623	329	6088050	6088030.0	6088090.0	Renal / cancer	6088050
chr6	21022439	21022684	6.21077	3.08128699695122	328	21022570	21022470.0	21022743.0	Renal / cancer	21022570
chr6	53679480	53679660	6.382806	0.946381307926829	328	53679570	53679530.0	53679610.0	Renal / cancer	53679570
chr6	41463400	41463580	6.3184771	1.24064605198777	327	41463490	41463470.0	41463510.0	Renal / cancer	41463490
chr15	38253556	38253760	15.437581	1.23845301538462	325	38253650	38253572.0	38253708.0	Renal / cancer	38253650
chr16	279039	279220	16.102844	1.50020042414861	323	279130	279090.0	279150.0	Renal / cancer	279130
chr12	92927880	92928063	12.7274853	1.31992138819876	322	92927970	92927910.0	92928030.0	Renal / cancer	92927970
chr12	122888416	122888720	12.929758	3.96488686024845	322	122888570	122888470.0	122888690.0	Renal / cancer	122888570
chr10	91493400	91493579	10.715275	0.691020162893082	318	91493490	91493470.0	91493530.0	Renal / cancer	91493490
chr6	40997295	40997480	6.3160668	1.47476313427673	318	40997390	40997348.0	40997430.0	Renal / cancer	40997390
chr14	20469957	20470169	14.272038	1.98128312025316	316	20470050	20470010.0	20470110.0	Renal / cancer	20470050
chr1	216119710	216119880	1.881193	0.60824084335443	316	216119790	216119770.0	216119830.0	Renal / cancer	216119790
chr6	52551540	52551741	6.376839	2.50363680696203	316	52551650	52551588.0	52551690.0	Renal / cancer	52551650
chr8	16604100	16604282	8.20302	1.01031997777778	315	16604190	16604167.0	16604250.0	Renal / cancer	16604190
chr3	192851917	192852140	3.9752749	3.02355121373802	313	192852030	192851970.0	192852070.0	Renal / cancer	192852030
chr11	47216520	47216720	11.414669	2.09146192628205	312	47216630	47216570.0	47216650.0	Renal / cancer	47216630
chr15	40150257	40150440	15.454359	1.74950896794872	312	40150350	40150310.0	40150370.0	Renal / cancer	40150350
chr3	129211838	129212120	3.686479	3.65494811575563	311	129211970	129211870.0	129212050.0	Renal / cancer	129211970
chr2	27920600	27920800	2.203771	2.08657620900322	311	27920710	27920670.0	27920730.0	Renal / cancer	27920710
chr7	74635739	74635923	7.521463	3.86314965594855	311	74635830	74635790.0	74635890.0	Renal / cancer	74635830
chr11	39365940	39366120	11.36234	0.808140861688312	308	39366030	39365990.0	39366070.0	Renal / cancer	39366030
chr5	125043852	125044080	5.719875	3.16525454723127	307	125043970	125043890.0	125044030.0	Renal / cancer	125043970
chr6	151325380	151325587	6.8972623	1.74298748534202	307	151325490	151325410.0	151325530.0	Renal / cancer	151325490
chr10	36900196	36900360	10.348067	1.02682481042345	307	36900270	36900230.0	36900290.0	Renal / cancer	36900270
chr19	43087820	43087961	19.76132	0.967313902941176	306	43087910	43087870.0	43087910.0	Renal / cancer	43087910
chr7	135855960	135856160	7.867187	1.35281802287582	306	135856050	135855990.0	135856110.0	Renal / cancer	135856050
chr19	46373900	46374179	19.811786	3.39247395098039	306	46374030	46373870.0	46374097.0	Renal / cancer	46374030
chr12	12803340	12803521	12.1864749	3.82703069281046	306	12803430	12803390.0	12803450.0	Renal / cancer	12803430
chr12	124928399	124928640	12.9434893	4.39145780983607	305	124928510	124928410.0	124928570.0	Renal / cancer	124928510
chr12	45269175	45269381	12.405669	1.56155394703947	304	45269270	45269202.0	45269330.0	Renal / cancer	45269270
chr15	34616718	34616885	15.405505	0.834737234323432	303	34616810	34616770.0	34616830.0	Renal / cancer	34616810
chr11	113401824	113402021	11.855493	1.97679299337748	302	113401930	113401890.0	113401950.0	Renal / cancer	113401930
chr11	2933458	2933660	11.119637	4.0062563410596	302	2933550	2933530.0	2933610.0	Renal / cancer	2933550
chr7	125671061	125671221	7.809679	0.60103842192691	301	125671150	125671110.0	125671190.0	Renal / cancer	125671150
chr7	38451960	38452140	7.317119	0.762044308637874	301	38452050	38452010.0	38452070.0	Renal / cancer	38452050
chr2	231795620	231795820	2.961283	2.46329273089701	301	231795730	231795710.0	231795750.0	Renal / cancer	231795730
chr1	51569860	51570060	1.2863704	2.57699924333333	300	51569950	51569920.0	51569990.0	Renal / cancer	51569950
chr4	10006299	10006486	4.1474621	2.35311223333333	300	10006390	10006350.0	10006430.0	Renal / cancer	10006390
chr17	10086179	10086345	17.209018	2.1683019	300	10086250	10086230.0	10086290.0	Renal / cancer	10086250
chr4	128220353	128220540	4.706662	1.11862239666667	300	128220450	128220410.0	128220490.0	Renal / cancer	128220450
chr8	68854215	68854396	8.527039	1.10285512040134	299	68854310	68854270.0	68854350.0	Renal / cancer	68854310
chr11	102345959	102346202	11.7818826	1.59792972483221	298	102346070	102346030.0	102346190.0	Renal / cancer	102346070
chr7	23760160	23760380	7.234171	1.96498714579125	297	23760270	23760190.0	23760310.0	Renal / cancer	23760270
chr5	125410816	125411119	5.721715	1.75549750841751	297	125410970	125410750.0	125411076.0	Renal / cancer	125410970
chr3	157128340	157128662	3.813168	3.64002674747475	297	157128490	157128410.0	157128630.0	Renal / cancer	157128490
chr20	50761749	50762000	20.808562	10.1436826430976	297	50761870	50761790.0	50761950.0	Renal / cancer	50761870
chr6	52389745	52389960	6.37597	1.66434611148649	296	52389850	52389778.0	52389950.0	Renal / cancer	52389850
chr10	112389498	112389720	10.855689	3.00221502364865	296	112389610	112389550.0	112389670.0	Renal / cancer	112389610
chr5	150600180	150600380	5.846624	2.45926934915254	295	150600290	150600250.0	150600310.0	Renal / cancer	150600290
chr2	160491960	160492180	2.69631	1.23881750847458	295	160492070	160491990.0	160492170.0	Renal / cancer	160492070
chr18	38940900	38941141	18.536048	3.05555909795918	294	38941030	38940970.0	38941070.0	Renal / cancer	38941030
chr2	233413660	233413860	2.9672774	2.66194418027211	294	233413750	233413730.0	233413790.0	Renal / cancer	233413750
chr4	100742139	100742301	4.5766729	0.943338278911565	294	100742230	100742210.0	100742250.0	Renal / cancer	100742230
chr2	159185400	159185599	2.691462	1.94798778911565	294	159185490	159185470.0	159185770.0	Renal / cancer	159185490
chr4	157128520	157128682	4.84347	0.774889605442177	294	157128610	157128570.0	157128630.0	Renal / cancer	157128610
chr15	29822800	29823063	15.363181	1.82867084709898	293	29822950	29822856.0	29823010.0	Renal / cancer	29822950
chr8	32162740	32162914	8.29941	0.648250512627986	293	32162830	32162810.0	32162870.0	Renal / cancer	32162830
chr19	54210848	54211100	19.932081	5.31594323287671	292	54210970	54210916.0	54211030.0	Renal / cancer	54210970
chr3	141739180	141739362	3.7433699	0.90225604109589	292	141739270	141739210.0	141739290.0	Renal / cancer	141739270
chr4	23373320	23373560	4.2106766	2.49607146917808	292	23373450	23373370.0	23373584.0	Renal / cancer	23373450
chr21	46144019	46144200	21.988566	1.62501444520548	292	46144110	46144050.0	46144130.0	Renal / cancer	46144110
chr13	89514695	89514980	13.804295	1.64464610618557	291	89514830	89514750.0	89514890.0	Renal / cancer	89514830
chr17	82528897	82529081	17.99188	1.95605629553265	291	82528990	82528935.0	82529030.0	Renal / cancer	82528990
chr8	101026357	101026560	8.726462	1.91100483103448	290	101026450	101026406.0	101026510.0	Renal / cancer	101026450
chr11	16226373	16226550	11.20818	1.12937044103448	290	16226450	16226430.0	16226510.0	Renal / cancer	16226450
chr1	227946332	227946545	1.923896	2.23114887889273	289	227946430	227946390.0	227946490.0	Renal / cancer	227946430
chr17	48505920	48506103	17.624309	3.63235662283737	289	48506010	48505990.0	48506070.0	Renal / cancer	48506010
chr7	832300	832501	7.104641	2.49369473170732	287	832410	832370.0	832470.0	Renal / cancer	832410
chr10	103197259	103197440	10.793923	2.27260201045296	287	103197350	103197290.0	103197370.0	Renal / cancer	103197350
chr2	207710914	207711180	2.871821	1.99826414285714	287	207711050	207710930.0	207711150.0	Renal / cancer	207711050
chr10	70576060	70576263	10.574532	2.98047381118881	286	70576170	70576110.0	70576230.0	Renal / cancer	70576170
chr2	219249320	219249600	2.9146482	2.97264331118881	286	219249450	219249330.0	219249610.0	Renal / cancer	219249450
chr2	218069160	218069320	2.91027	0.864895178321678	286	218069250	218069210.0	218069270.0	Renal / cancer	218069250
chr7	30239027	30239212	7.270746	1.98887752280702	285	30239110	30239090.0	30239190.0	Renal / cancer	30239110
chr15	65902479	65902687	15.681453	2.75331027368421	285	65902590	65902530.0	65902630.0	Renal / cancer	65902590
chr6	110415520	110415745	6.6817632	1.53391863859649	285	110415630	110415570.0	110415830.0	Renal / cancer	110415630
chr7	4684010	4684243	7.126451	1.77853806666667	285	4684130	4684030.0	4684270.0	Renal / cancer	4684130
chr1	108016516	108016745	1.490446	2.9577306	285	108016630	108016590.0	108016730.0	Renal / cancer	108016630
chr6	158850520	158850701	6.9368691	2.10423106315789	285	158850630	158850590.0	158850670.0	Renal / cancer	158850630
chr17	1080858	1081040	17.111677	1.81288710211268	284	1080950	1080910.0	1080990.0	Renal / cancer	1080950
chr3	168952580	168952780	3.866823	0.879387405985915	284	168952690	168952650.0	168952788.0	Renal / cancer	168952690
chr9	72478240	72478442	9.5712695	2.47304698943662	284	72478350	72478310.0	72478390.0	Renal / cancer	72478350
chr3	102163260	102163587	3.563746	3.21475316549296	284	102163390	102163273.0	102163590.0	Renal / cancer	102163390
chr2	190344289	190344483	2.8072567	0.989627848056537	283	190344390	190344291.0	190344410.0	Renal / cancer	190344390
chr15	82261952	82262111	15.8258666	1.19748288692579	283	82262030	82262010.0	82262069.0	Renal / cancer	82262030
chr11	10181900	10182076	11.167889	0.890703636042403	283	10181990	10181970.0	10182010.0	Renal / cancer	10181990
chr9	36903800	36904010	9.3398984	1.74286430496454	282	36903910	36903890.0	36903950.0	Renal / cancer	36903910
chr1	87806041	87806326	1.417365	1.77946181560284	282	87806190	87806090.0	87806310.0	Renal / cancer	87806190
chr10	24210115	24210340	10.262813	1.53842687234043	282	24210230	24210110.0	24210290.0	Renal / cancer	24210230
chr2	18788720	18788925	2.1698643	1.59902612811388	281	18788830	18788790.0	18788870.0	Renal / cancer	18788830
chr1	23343280	23343480	1.1843544	1.41534027758007	281	23343390	23343350.0	23343450.0	Renal / cancer	23343390
chr1	151585719	151585900	1.647887	1.6092593202847	281	151585810	151585790.0	151585850.0	Renal / cancer	151585810
chr22	19691796	19692060	22.44831	1.29689767259786	281	19691930	19691810.0	19692068.0	Renal / cancer	19691930
chr6	24313518	24313730	6.228141	1.91034565907473	281	24313610	24313530.0	24313650.0	Renal / cancer	24313610
chr4	66688780	66688960	4.415608	0.681179163082437	279	66688870	66688849.0	66688890.0	Renal / cancer	66688870
chr6	104705177	104705380	6.651662	2.65463709318996	279	104705270	104705250.0	104705310.0	Renal / cancer	104705270
chr21	33230995	33231183	21.74013	1.13143439426523	279	33231090	33231029.0	33231130.0	Renal / cancer	33231090
chr6	91476040	91476223	6.581906	1.47494333942652	279	91476130	91476090.0	91476210.0	Renal / cancer	91476130
chr14	81400280	81400520	14.784137	2.9726992078853	279	81400390	81400310.0	81400470.0	Renal / cancer	81400390
chr3	171460740	171460987	3.8781742	1.50292174460432	278	171460870	171460770.0	171460930.0	Renal / cancer	171460870
chr12	116434800	116435020	12.8860996	2.36897841726619	278	116434910	116434850.0	116434932.0	Renal / cancer	116434910
chr6	167683093	167683340	6.983449	3.39107218309353	278	167683210	167683148.0	167683270.0	Renal / cancer	167683210
chr6	7479940	7480125	6.13942	2.75331682733813	278	7480030	7480010.0	7480090.0	Renal / cancer	7480030
chr3	182490700	182490862	3.928273	0.746028426353791	277	182490790	182490770.0	182490810.0	Renal / cancer	182490790
chr1	205478019	205478215	1.8426653	3.13578492779783	277	205478110	205478070.0	205478150.0	Renal / cancer	205478110
chr6	71404760	71404980	6.476179	2.76334514368231	277	71404870	71404790.0	71404910.0	Renal / cancer	71404870
chr13	33679360	33679580	13.364956	2.71227600361011	277	33679470	33679410.0	33679530.0	Renal / cancer	33679470
chr10	118698540	118698740	10.898266	2.26732023465704	277	118698630	118698590.0	118698670.0	Renal / cancer	118698630
chr1	227728100	227728312	1.9231441	1.61077462815884	277	227728210	227728170.0	227728270.0	Renal / cancer	227728210
chr15	62647578	62647764	15.652867	2.51464210794224	277	62647670	62647630.0	62647710.0	Renal / cancer	62647670
chr1	23799520	23799740	1.1860469	2.67351102527076	277	23799630	23799590.0	23799710.0	Renal / cancer	23799630
chr1	56425280	56425500	1.3039606	2.16079611956522	276	56425410	56425228.0	56425430.0	Renal / cancer	56425410
chr5	181244089	181244320	5.998549	3.21896090942029	276	181244210	181244150.0	181244250.0	Renal / cancer	181244210
chr4	68342232	68342400	4.423441	1.15066583333333	276	68342310	68342290.0	68342350.0	Renal / cancer	68342310
chr5	147310394	147310600	5.830275	2.26775369818182	275	147310490	147310450.0	147310530.0	Renal / cancer	147310490
chr6	111105674	111105840	6.685388	1.96504295272727	275	111105750	111105730.0	111105790.0	Renal / cancer	111105750
chr2	120867340	120867541	2.5491491	1.74097494545455	275	120867450	120867367.0	120867510.0	Renal / cancer	120867450
chr15	40787439	40787740	15.4598877	2.92027417818182	275	40787610	40787470.0	40787710.0	Renal / cancer	40787610
chr2	161905754	161905995	2.701599	1.5028168919708	274	161905870	161905766.0	161905950.0	Renal / cancer	161905870
chr1	28417440	28417640	1.202708	2.49258866058394	274	28417550	28417510.0	28417654.0	Renal / cancer	28417550
chr2	233209640	233209861	2.966511	1.61318883576642	274	233209750	233209650.0	233209890.0	Renal / cancer	233209750
chr1	21904980	21905187	1.179182	6.37339991970803	274	21905090	21905030.0	21905130.0	Renal / cancer	21905090
chr1	64006816	64007000	1.331345	1.90909443956044	273	64006910	64006850.0	64006950.0	Renal / cancer	64006910
chr5	95712500	95712740	5.574541	4.6622977985348	273	95712610	95712570.0	95712670.0	Renal / cancer	95712610
chr2	101120695	101120880	2.4757722	3.50681906227106	273	101120790	101120770.0	101120810.0	Renal / cancer	101120790
chr7	158432059	158432291	7.99463	2.74028372014652	273	158432170	158432110.0	158432210.0	Renal / cancer	158432170
chr16	3960878	3961063	16.139547	2.10196267647059	272	3960970	3960910.0	3961010.0	Renal / cancer	3960970
chr4	180542560	180542740	4.954238	1.7748922	272	180542650	180542550.0	180542690.0	Renal / cancer	180542650
chr17	49016855	49017040	17.629614	2.71925503308824	272	49016930	49016870.0	49016990.0	Renal / cancer	49016930
chr7	74306893	74307077	7.519551	1.65667239705882	272	74306970	74306950.0	74307050.0	Renal / cancer	74306970
chr1	171913480	171913647	1.721379	1.19855520588235	272	171913570	171913530.0	171913610.0	Renal / cancer	171913570
chr9	136991820	136991983	9.9906906	2.63824486029412	272	136991910	136991890.0	136991950.0	Renal / cancer	136991910
chr4	37767659	37767821	4.278766	1.06040578228782	271	37767750	37767690.0	37767770.0	Renal / cancer	37767750
chr10	33134127	33134350	10.322846	6.07918189852399	271	33134230	33134170.0	33134310.0	Renal / cancer	33134230
chr9	6931979	6932180	9.1450762	2.51570957564576	271	6932070	6932050.0	6932135.0	Renal / cancer	6932070
chr3	7546338	7546502	3.134364	0.735279051660517	271	7546430	7546390.0	7546450.0	Renal / cancer	7546430
chr17	75124380	75124610	17.91179	5.35584455185185	270	75124490	75124450.0	75124550.0	Renal / cancer	75124490
chr20	49775376	49775600	20.795032	3.9999142037037	270	49775490	49775410.0	49775550.0	Renal / cancer	49775490
chr8	143218551	143218760	8.9880661	2.23342594814815	270	143218650	143218590.0	143218730.0	Renal / cancer	143218650
chr8	11284640	11284880	8.170055	2.31149258518519	270	11284770	11284710.0	11284810.0	Renal / cancer	11284770
chr17	59846340	59846640	17.746814	5.69980854444445	270	59846470	59846410.0	59846610.0	Renal / cancer	59846470
chr18	58221397	58221602	18.751753	3.49033977037037	270	58221490	58221430.0	58221550.0	Renal / cancer	58221490
chr15	33242256	33242460	15.393346	2.43148175092937	269	33242350	33242290.0	33242390.0	Renal / cancer	33242350
chr14	31033955	31034155	14.3608792	2.62068244237918	269	31034050	31033990.0	31034090.0	Renal / cancer	31034050
chr3	133570190	133570421	3.706212	3.0167298401487	269	133570310	133570270.0	133570416.0	Renal / cancer	133570310
chr3	52606756	52606940	3.338844	1.42317934609665	269	52606850	52606810.0	52606870.0	Renal / cancer	52606850
chr10	69222740	69222940	10.5654776	2.71567932713755	269	69222830	69222790.0	69222870.0	Renal / cancer	69222830
chr13	48155980	48156175	13.478915	2.70998405576208	269	48156090	48156010.0	48156110.0	Renal / cancer	48156090
chr3	194296499	194296684	3.9818438	3.03791002238806	268	194296590	194296550.0	194296630.0	Renal / cancer	194296590
chr3	190038180	190038380	3.962563	1.90815271535581	267	190038290	190038190.0	190038350.0	Renal / cancer	190038290
chr10	5284520	5284720	10.135476	2.44321591385768	267	5284610	5284590.0	5284670.0	Renal / cancer	5284610
chr2	10036158	10036390	2.137288	2.67337977153558	267	10036270	10036190.0	10036310.0	Renal / cancer	10036270
chr16	12613727	12613945	16.225771	2.58799002481203	266	12613830	12613750.0	12613878.0	Renal / cancer	12613830
chr8	54153335	54153700	8.435876	4.09720383082707	266	54153550	54153350.0	54153630.0	Renal / cancer	54153550
chr9	107755337	107755600	9.800684	3.13985346992481	266	107755470	107755410.0	107755550.0	Renal / cancer	107755470
chr1	190436720	190436885	1.788362	0.670736321052632	266	190436810	190436790.0	190436830.0	Renal / cancer	190436810
chr3	149473772	149473963	3.778441	4.02769286729323	266	149473870	149473830.0	149473910.0	Renal / cancer	149473870
chr8	27340699	27340911	8.2694938	2.88439716981132	265	27340810	27340730.0	27340870.0	Renal / cancer	27340810
chr2	178008709	178008896	2.761452	1.66495288679245	265	178008790	178008770.0	178008830.0	Renal / cancer	178008790
chr1	32208977	32209160	1.216416	1.84445415471698	265	32209070	32209030.0	32209130.0	Renal / cancer	32209070
chr15	74177844	74178079	15.7546664	2.87653824528302	265	74177950	74177870.0	74178090.0	Renal / cancer	74177950
chr16	4882740	4882951	16.148808	1.95186772830189	265	4882850	4882790.0	4882910.0	Renal / cancer	4882850
chr7	99162429	99162643	7.66004	3.70346148301887	265	99162530	99162510.0	99162650.0	Renal / cancer	99162530
chr17	82339200	82339381	17.989748	1.86056592075472	265	82339290	82339230.0	82339330.0	Renal / cancer	82339290
chr1	23955260	23955450	1.1865604	2.27539851320755	265	23955350	23955330.0	23955390.0	Renal / cancer	23955350
chr10	97024160	97024361	10.75244	1.20876918560606	264	97024270	97024230.0	97024330.0	Renal / cancer	97024270
chr19	1811574	1811744	19.127919	1.94491719318182	264	1811650	1811630.0	1811690.0	Renal / cancer	1811650
chr2	177143513	177143700	2.758236	2.075351625	264	177143610	177143570.0	177143650.0	Renal / cancer	177143610
chr5	115068860	115069060	5.670402	0.926954049242424	264	115068950	115068890.0	115068990.0	Renal / cancer	115068950
chr2	220394599	220394744	2.918876	1.06788140684411	263	220394670	220394650.0	220394710.0	Renal / cancer	220394670
chr10	127977700	127977928	10.9606882	2.15817663346008	263	127977810	127977750.0	127977870.0	Renal / cancer	127977810
chr12	42790840	42791080	12.3888926	2.55291681178707	263	42790950	42790890.0	42790990.0	Renal / cancer	42790950
chr2	121804420	121804600	2.552637	1.58361266539924	263	121804510	121804490.0	121804530.0	Renal / cancer	121804510
chr8	24387711	24387900	8.251272	1.45266641901141	263	24387810	24387730.0	24387870.0	Renal / cancer	24387810
chr1	175192835	175193081	1.733224	1.96223179847909	263	175192950	175192850.0	175193050.0	Renal / cancer	175192950
chr16	56691991	56692220	16.664786	2.82190666920152	263	56692110	56692050.0	56692159.0	Renal / cancer	56692110
chr10	5659936	5660121	10.137998	1.82197034220532	263	5660030	5659990.0	5660070.0	Renal / cancer	5660030
chr11	76823711	76823900	11.611874	3.6260915648855	262	76823810	76823770.0	76823870.0	Renal / cancer	76823810
chr1	21764760	21765000	1.1786596	3.99280215267176	262	21764870	21764830.0	21764990.0	Renal / cancer	21764870
chr10	84308933	84309114	10.666893	1.77067932824427	262	84309030	84308990.0	84309070.0	Renal / cancer	84309030
chr22	30649496	30649700	22.6423	2.54744544274809	262	30649610	30649570.0	30649650.0	Renal / cancer	30649610
chr8	68183480	68183660	8.52285	0.673501354961832	262	68183550	68183530.0	68183590.0	Renal / cancer	68183550
chr17	66905017	66905231	17.82311	1.4483038129771	262	66905130	66905090.0	66905190.0	Renal / cancer	66905130
chr2	166374059	166374240	2.718175	1.76304967938931	262	166374150	166374130.0	166374150.0	Renal / cancer	166374150
chr8	40744998	40745180	8.352682	1.82978177011494	261	40745090	40745050.0	40745130.0	Renal / cancer	40745090
chr6	11535839	11536007	6.1607605	0.838837639846743	261	11535910	11535880.0	11535970.0	Renal / cancer	11535910
chr16	57304257	57304500	16.670798	2.74340531923077	260	57304370	57304310.0	57304410.0	Renal / cancer	57304370
chr15	76206655	76206836	15.772423	2.27072280384615	260	76206730	76206710.0	76206770.0	Renal / cancer	76206730
chr14	61525415	61525700	14.617108	5.31611063076923	260	61525550	61525450.0	61525650.0	Renal / cancer	61525550
chr22	41918260	41918420	22.841877	1.24835989615385	260	41918350	41918310.0	41918350.0	Renal / cancer	41918350
chr7	150903709	150903934	7.9521766	1.96194104230769	260	150903830	150903730.0	150903890.0	Renal / cancer	150903830
chr5	149857642	149857860	5.842911	2.45184389615385	260	149857750	149857710.0	149857790.0	Renal / cancer	149857750
chr3	46110712	46110920	3.309324	3.53968003461538	260	46110810	46110770.0	46110870.0	Renal / cancer	46110810
chr18	47953520	47953729	18.63679	2.25117650579151	259	47953630	47953550.0	47953690.0	Renal / cancer	47953630
chr3	4474859	4475103	3.120458	2.96079427799228	259	4474970	4474910.0	4475070.0	Renal / cancer	4474970
chr12	119716626	119716842	12.908287	2.1084216023166	259	119716730	119716650.0	119716790.0	Renal / cancer	119716730
chr5	55597240	55597465	5.375685	3.38379437451737	259	55597350	55597310.0	55597390.0	Renal / cancer	55597350
chr13	97194518	97194726	13.8646989	2.236549996139	259	97194630	97194570.0	97194670.0	Renal / cancer	97194630
chr3	194537900	194538120	3.982919	2.78746931274131	259	194538010	194537970.0	194538061.0	Renal / cancer	194538010
chr3	193826469	193826673	3.979691	1.71254365503876	258	193826570	193826510.0	193826630.0	Renal / cancer	193826570
chr11	1559476	1559702	11.1104699	2.84387327906977	258	1559590	1559550.0	1559650.0	Renal / cancer	1559590
chr7	54705516	54705694	7.408884	1.51430948062016	258	54705590	54705570.0	54705630.0	Renal / cancer	54705590
chr2	218396460	218396631	2.9114628	3.32952898837209	258	218396530	218396490.0	218396570.0	Renal / cancer	218396530
chr7	74452360	74452633	7.520415	4.18701653100775	258	74452490	74452419.0	74452610.0	Renal / cancer	74452490
chr2	26640460	26640660	2.199019	1.3893473255814	258	26640550	26640490.0	26640610.0	Renal / cancer	26640550
chr15	33068738	33068986	15.3918709	2.12867598062016	258	33068870	33068790.0	33068930.0	Renal / cancer	33068870
chr7	103660620	103660820	7.685308	2.27017772062257	257	103660730	103660690.0	103660750.0	Renal / cancer	103660730
chr11	14891179	14891420	11.199268	2.20791868871595	257	14891290	14891210.0	14891390.0	Renal / cancer	14891290
chr4	117560420	117560584	4.65625	0.556829285603113	257	117560510	117560490.0	117560530.0	Renal / cancer	117560510
chr8	101126840	101127114	8.727115	1.70399644921875	256	101126990	101126890.0	101127090.0	Renal / cancer	101126990
chr12	120474694	120474888	12.91345	2.75754955859375	256	120474790	120474690.0	120474830.0	Renal / cancer	120474790
chr8	139277320	139277520	8.963667	1.84130255507813	256	139277430	139277390.0	139277450.0	Renal / cancer	139277430
chr13	114115375	114115614	13.9978811	3.3357269375	256	114115490	114115410.0	114115570.0	Renal / cancer	114115490
chr12	39043099	39043284	12.363673	1.4375925421875	256	39043190	39043150.0	39043250.0	Renal / cancer	39043190
