Chrom	Start	End	hg19_Chromosome	hg19_Start	hg19_End	Peak_Name	Normalized Peak Score	GC Content	Annotation	Distance To Nearest TSS	Gene Symbol	position	mean_mapability	mannwhitneyu_p	ER_pos_median	ER_neg_median	mw_FDR	neg_log2_mw_FDR	log2_FC
chr8	89995516	89996017	chr8	91007744.0	91008245.0	BRCA_100241	1.266349958	0.4331337329999999	Intron	-5638	DECR1	89995766	0.992599999654293	0.008796362180041302	0.3236974180394775	0.9258876734226872	0.023930229815264048	5.385021937831463	-0.6021902553832097
chr8	90643235	90643736	chr8	91655463.0	91655964.0	BRCA_100266	1.476206423	0.4031936129999999	Intron	2026	TMEM64	90643485	0.999799999898672	0.010239183060632782	0.2638852815140912	0.932458552107333	0.02705524597243566	5.207947832150535	-0.6685732705932418
chr8	90644814	90645315	chr8	91657042.0	91657543.0	BRCA_100267	4.217771806	0.518962076	Intron	447	TMEM64	90645064	0.999799999898672	0.0014884951532210422	2.253865538490945	2.949516507305975	0.0057303021744378	7.447173066435859	-0.6956509688150301
chr8	90701157	90701658	chr8	91713385.0	91713886.0	BRCA_100276	4.551689735	0.377245509	Intron	-55325	TMEM64	90701407	0.9715000003874302	0.0022501335427904377	1.1417769323355622	2.012002303773535	0.007982808697146933	6.968887846421131	-0.8702253714379728
chr8	90791506	90792007	chr8	91803734.0	91804235.0	BRCA_100281	2.0246978230000003	0.6966067859999999	Promoter	16	NECAB1	90791756	0.9990000000417232	0.014453473146387577	0.859556326586714	1.595315281035075	0.03575788503565875	4.805594781519735	-0.735758954448361
chr8	91052974	91053475	chr8	92065202.0	92065703.0	BRCA_100294	1.61755204	0.381237525	Distal	-12161	PIP4P2	91053224	0.9801999998807908	0.0029972089392024896	0.11386738826333134	1.006135787957282	0.010049232946184825	6.636770804486767	-0.8922683996939508
chr8	91180128	91180629	chr8	92192356.0	92192857.0	BRCA_100303	8.890184906	0.423153693	Intron	-25106	MIR4661	91180378	0.971799999859929	1.4849742449628106e-06	0.2842804824764305	2.060094870613765	4.0457739993260206e-05	14.59322474256784	-1.7758143881373345
chr8	91248958	91249459	chr8	92261186.0	92261687.0	BRCA_100311	10.7821625	0.375249501	Promoter	-79	SLC26A7	91249208	0.9991999998569489	6.008163263692632e-05	1.6451478386708174	3.2878851793331902	0.0004809568446312153	11.0218049301065	-1.6427373406623729
chr8	93894089	93894590	chr8	94906317.0	94906818.0	BRCA_100477	2.4263657000000003	0.391217565	Intron	21779	MIR378D2	93894339	0.951300000140816	0.0003710129033662661	0.36094558033693125	1.70707326376953	0.0019161850230403155	9.027547413079072	-1.3461276834325988
chr8	94059291	94059792	chr8	95071519.0	95072020.0	BRCA_100520	1.926125988	0.425149701	Distal	102586	CDH17	94059541	0.9853999999411404	0.010239183060632782	0.898079312896797	1.48689693202317	0.02705524597243566	5.207947832150535	-0.588817619126373
chr8	94259056	94259557	chr8	95271284.0	95271785.0	BRCA_100544	6.419765309	0.4411177639999999	Intron	1463	GEM	94259306	0.98022199947834	0.013115904012552788	1.8373271550849826	2.355032383712105	0.033059474673164224	4.918792389900769	-0.5177052286271226
chr8	94474008	94474509	chr8	95486236.0	95486737.0	BRCA_100575	1.423404668	0.3972055889999999	Intron	795	RAD54B	94474258	0.951014000211656	0.007938267359358753	1.0539025683373606	1.55614574421562	0.022028583704039668	5.504479447747366	-0.5022431758782593
chr8	95198069	95198570	chr8	96210297.0	96210798.0	BRCA_100805	3.068698527	0.415169661	Distal	-6136	C8orf37-AS1	95198319	0.998800000232458	5.580112391984421e-05	0.727786482965352	2.026333103444615	0.0004556244425728383	11.099867235153264	-1.2985466204792628
chr8	96263125	96263626	chr8	97275353.0	97275854.0	BRCA_100892	2.423172856	0.407185629	Intron	1409	PTDSS1	96263375	0.994999999898672	0.0022501335427904377	1.4802960778741476	2.1998302670755248	0.007982808697146933	6.968887846421131	-0.7195341892013771
chr8	96590739	96591240	chr8	97602967.0	97603468.0	BRCA_100937	10.7821625	0.459081836	Intron	4603	SDC2	96590989	0.9786000000171364	0.00715591932469648	1.4541321067892725	2.5780523596766347	0.020246757303786687	5.626165323572782	-1.1239202528873622
chr8	96620509	96621010	chr8	97632737.0	97633238.0	BRCA_100942	3.409096487	0.46506986	Distal	-24467	CPQ	96620759	0.9846300000548364	0.0037508030190933606	0.7938830970522537	2.300642719324765	0.012039374711448302	6.376095724929471	-1.5067596222725113
chr8	96647336	96647837	chr8	97659564.0	97660065.0	BRCA_100946	1.420284719	0.371257485	Intron	2212	CPQ	96647586	0.996200000023842	0.020128886546664292	0.2993069688074445	1.0152898491311684	0.04683406613272473	4.416297891544303	-0.7159828803237238
chr8	96867773	96868274	chr8	97880001.0	97880502.0	BRCA_100964	3.0844844460000003	0.421157685	Intron	106784	CPQ	96868023	1.0	0.0013193704701438764	0.2730650751059531	1.62247933501362	0.005206954668073699	7.585344438031861	-1.3494142599076668
chr8	96893776	96894277	chr8	97906004.0	97906505.0	BRCA_100965	6.09682702	0.411177645	Intron	132787	CPQ	96894026	0.9758999996621162	0.012489113351612435	1.0540048131183721	1.71840296250146	0.0317610880148359	4.976595855167837	-0.6643981493830879
chr8	97276931	97277432	chr8	98289159.0	98289660.0	BRCA_101022	3.1582543760000004	0.5768463070000001	Exon	782	TSPYL5	97277181	0.9987999999523164	0.012489113351612435	0.6092883942540742	1.556395078274275	0.0317610880148359	4.976595855167837	-0.9471066840202008
chr8	97476448	97476949	chr8	98488676.0	98489177.0	BRCA_101047	2.222158671	0.50499002	Distal	-167480	MTDH	97476698	0.987999999922514	0.004188864064179207	0.0105324027968739	0.7133433579470905	0.013150709245045833	6.248715580620828	-0.7028109551502165
chr8	97697062	97697563	chr8	98709290.0	98709791.0	BRCA_101071	2.378212315	0.431137725	Intron	6182	MTDH	97697312	0.964499999942258	8.656734032651559e-05	0.46557996464910545	2.26933331963036	0.0006307517039847211	10.630640180881388	-1.8037533549812546
chr8	97697576	97698077	chr8	98709804.0	98710305.0	BRCA_101072	8.918182265	0.387225549	Intron	6696	MTDH	97697826	0.971999999866262	0.0037508030190933606	1.5862981875128401	3.058708782530045	0.012039374711448302	6.376095724929471	-1.4724105950172048
chr8	97844464	97844965	chr8	98856692.0	98857193.0	BRCA_101099	1.34968476	0.439121756	Intron	-24125	MATN2	97844714	0.9538000002995134	0.0003037140799005463	0.0762190985003625	1.1652541148913664	0.0016403691624982506	9.251763757031005	-1.0890350163910039
chr8	97867862	97868363	chr8	98880090.0	98880591.0	BRCA_101106	1.304341216	0.550898204	Promoter	-727	MATN2	97868112	0.9691999997824432	0.017493875114471678	1.0377516644155222	1.810739475693225	0.04176290088396249	4.581634263653477	-0.7729878112777027
chr8	97928981	97929482	chr8	98941209.0	98941710.0	BRCA_101114	8.305624835	0.489021956	Intron	-2109	MATN2	97929231	0.9720999998342246	0.0005149645426597872	1.1107878956918453	2.147096768556345	0.0024746154621473455	8.658579926724212	-1.0363088728644998
chr8	97931898	97932399	chr8	98944126.0	98944627.0	BRCA_101115	2.945474989	0.4770459079999999	Intron	724	MATN2	97932148	0.973299999852106	2.6226746432714672e-05	0.42744012104462076	1.440955986832925	0.0002651329619863436	11.880996338774334	-1.013515865788304
chr8	98064474	98064975	chr8	99076702.0	99077203.0	BRCA_101128	3.729433085	0.71257485	Exon	203	ERICH5	98064724	0.9558000001057982	0.00018848816008905153	1.4477966510894298	2.5439479576047948	0.0011386644308767097	9.778441643182084	-1.096151306515365
chr8	98164847	98165348	chr8	99177075.0	99177576.0	BRCA_101142	30.39785753	0.5369261479999999	Distal	9140	POP1	98165097	0.9833999997645616	8.051602752233062e-05	3.113406607686718	4.744578549788574	0.0005977247453192087	10.708231109146107	-1.6311719421018562
chr8	98165642	98166143	chr8	99177870.0	99178371.0	BRCA_101143	3.162541576	0.479041916	Distal	9935	POP1	98165892	0.989099999821186	0.017493875114471678	1.6086495734872726	2.27707489808376	0.04176290088396249	4.581634263653477	-0.6684253245964875
chr8	98166143	98166644	chr8	99178371.0	99178872.0	BRCA_101144	2.904435295	0.423153693	Distal	10436	POP1	98166393	0.989099999821186	0.0006247720063538043	0.955215508788328	1.730530175660435	0.0028792575175572814	8.440087456966644	-0.775314666872107
chr8	98169968	98170469	chr8	99182196.0	99182697.0	BRCA_101147	5.115722445	0.616766467	Distal	14261	POP1	98170218	0.988099999767542	6.467180962499411e-05	2.001435456315865	2.78750115207883	0.000508054148939542	10.942730110419486	-0.7860656957629653
chr8	98245771	98246272	chr8	99257999.0	99258500.0	BRCA_101159	1.055297109	0.405189621	Intron	48371	NIPAL2	98246021	0.9889999998793004	0.004672844834109207	0.15788188859095026	1.2946864275417949	0.014353575502548524	6.12244603006794	-1.1368045389508445
chr8	98247162	98247663	chr8	99259390.0	99259891.0	BRCA_101160	1.818785136	0.453093812	Intron	46980	NIPAL2	98247412	0.9898000000044704	0.0028317827619392735	-0.1719425124710168	0.456568607466474	0.009605559210339398	6.701914678423654	-0.6285111199374908
chr8	98283211	98283712	chr8	99295439.0	99295940.0	BRCA_101162	1.097593467	0.381237525	Intron	10931	NIPAL2	98283461	0.9505500000052154	0.00028394969220146154	-0.3238328536916555	0.446603041572599	0.0015593922624599652	9.324800403501142	-0.7704358952642545
chr8	98294738	98295239	chr8	99306966.0	99307467.0	BRCA_101167	2.289126636	0.3832335329999999	Promoter	-596	NIPAL2	98294988	0.9705999999389052	0.011314584586201475	1.0688708847136998	2.106964313502035	0.029329534058975936	5.091502037743758	-1.0380934287883352
chr8	98557731	98558232	chr8	99569959.0	99570460.0	BRCA_101192	1.266349958	0.339321357	Intron	-9820	STK3	98557981	0.9975	0.0037508030190933606	0.6432395572181919	1.37124913579688	0.012039374711448302	6.376095724929471	-0.728009578578688
chr8	98845176	98845677	chr8	99857404.0	99857905.0	BRCA_101219	1.895658945	0.325349301	Intron	-19746	STK3	98845426	0.965099999947846	0.0003963830304271324	-0.11479567267725574	0.647938653938831	0.002017741426320452	8.953042979824806	-0.7627343266160868
chr1	145800859	145801360	chr1	145633717.0	145634218.0	BRCA_10122	4.913479303	0.499001996	Intron	22967	RNF115	145801109	0.9612879995532334	2.9541082700594926e-06	0.39400046419832124	3.058389803561355	6.062665813060307e-05	14.009688174202921	-2.6643893393630336
chr8	98894911	98895412	chr8	99907139.0	99907640.0	BRCA_101223	2.543682898	0.401197605	Intron	-11367	STK3	98895161	0.9639480002641678	0.00354777005538557	-0.06885999943840565	0.5039845449316396	0.011514777349366541	6.440369674438171	-0.5728445443700452
chr8	98941988	98942489	chr8	99954216.0	99954717.0	BRCA_101231	4.960217728	0.700598802	Intron	332	STK3	98942238	1.0	0.004672844834109207	1.7651396528355652	2.46406821351064	0.014353575502548524	6.12244603006794	-0.6989285606750748
chr8	99240702	99241203	chr8	100252930.0	100253431.0	BRCA_101260	4.714761386	0.377245509	Exon	-34256	VPS13B	99240952	0.985599999833107	0.0003247610985316422	0.1382470183546041	0.735978109672254	0.0017281700313617546	9.176539116156924	-0.5977310913176499
chr8	100282982	100283483	chr8	101295210.0	101295711.0	BRCA_101373	3.602081502	0.423153693	Intron	-8199	RNF19A	100283232	0.9938999999970196	0.0014015823872763377	0.7037061987755622	1.500788381440145	0.005461671343953547	7.516441782114012	-0.7970821826645829
chr8	100303617	100304118	chr8	101315845.0	101316346.0	BRCA_101378	8.732262871	0.481037924	Promoter	-609	RNF19A	100303867	0.9889999998092652	0.010764950756929464	1.302394642041755	2.16036524535439	0.028173863664588926	5.1494987663700424	-0.8579706033126349
chr8	100360711	100361212	chr8	101372939.0	101373440.0	BRCA_101396	3.925636661	0.379241517	Intron	-21801	MIR4471	100360961	0.9650999998807908	8.656734032651559e-05	0.49402347895491616	1.22365933323289	0.0006307517039847211	10.630640180881388	-0.7296358542779738
chr8	100365753	100366254	chr8	101377981.0	101378482.0	BRCA_101397	3.033390377	0.4331337329999999	Intron	-16759	MIR4471	100366003	0.9876000000700356	0.009255735348120825	1.0368840495250686	1.54281638270967	0.02493429621601604	5.325724707044115	-0.5059323331846013
chr8	100443047	100443548	chr8	101455275.0	101455776.0	BRCA_101424	3.223307857	0.502994012	Distal	-33283	RNF19A	100443297	0.9726379999816418	0.014453473146387577	1.4969252259081152	2.165942889417275	0.03575788503565875	4.805594781519735	-0.66901766350916
chr8	100445114	100445615	chr8	101457342.0	101457843.0	BRCA_101425	1.384504591	0.491017964	Distal	-35350	RNF19A	100445364	0.9738000000596048	0.007537997452307862	0.6268462893929543	1.249678471082495	0.02112726955643005	5.564749861306112	-0.6228321816895408
chr8	100560053	100560554	chr8	101572281.0	101572782.0	BRCA_101480	3.443633988	0.411177645	Promoter	-520	ANKRD46	100560303	0.9897999996051192	0.00715591932469648	1.8723441421302174	2.6687670623817947	0.020246757303786687	5.626165323572782	-0.7964229202515773
chr8	100648914	100649415	chr8	101661142.0	101661643.0	BRCA_101491	5.024385589	0.604790419	Intron	500	SNX31	100649164	0.9647999997392296	6.798306848720544e-06	0.7250005825994492	2.026064607720216	0.00010380312289693423	13.233862531998668	-1.3010640251207666
chr8	100649440	100649941	chr8	101661668.0	101662169.0	BRCA_101492	1.205646027	0.658682635	Promoter	-26	SNX31	100649690	0.9638999997034668	0.0002019553323619549	1.1591772587184894	2.20227399147318	0.001199625450569241	9.703200249623105	-1.0430967327546905
chr8	100738669	100739170	chr8	101750897.0	101751398.0	BRCA_101515	4.390583578	0.381237525	Distal	-16158	PABPC1	100738919	0.9641999998107552	0.005795532456507668	0.3616694402887705	1.6187976407755902	0.017071971796241165	5.872226491902785	-1.2571282004868196
chr8	100808525	100809026	chr8	101820753.0	101821254.0	BRCA_101529	1.704900061	0.3532934129999999	Distal	-86014	PABPC1	100808775	0.9671000000551344	4.139921571804546e-05	-0.00849846185519995	1.134909294801993	0.0003677206238414348	11.40910228628438	-1.143407756657193
chr8	100824506	100825007	chr8	101836734.0	101837235.0	BRCA_101533	3.047410321	0.4471057879999999	Distal	100231	YWHAZ	100824756	0.9562000002413988	9.998198097926065e-05	0.5952810985066939	1.92435708140012	0.0007035275293696223	10.473105501634251	-1.3290759828934262
chr8	100869646	100870147	chr8	101881874.0	101882375.0	BRCA_101546	4.177242598	0.4610778439999999	Distal	55091	YWHAZ	100869896	0.9925999999716878	3.057245052828239e-05	1.2257487450165918	2.92815899361553	0.00029596225801854456	11.722299168699125	-1.7024102485989383
chr8	100879016	100879517	chr8	101891244.0	101891745.0	BRCA_101549	3.825049995	0.3832335329999999	Distal	45721	YWHAZ	100879266	0.961993999965489	0.007537997452307862	-0.21456724405559868	0.3645724202168779	0.02112726955643005	5.564749861306112	-0.5791396642724767
chr8	101051088	101051589	chr8	102063316.0	102063817.0	BRCA_101599	1.255660817	0.4610778439999999	Promoter	-715	FLJ42969	101051338	0.9564000000119208	0.012489113351612435	1.3470551406367626	2.2080508545991897	0.0317610880148359	4.976595855167837	-0.8609957139624271
chr8	101062835	101063336	chr8	102075063.0	102075564.0	BRCA_101602	11.63631025	0.54491018	Intron	11032	FLJ42969	101063085	0.9785999999701976	1.644234528431973e-05	0.3616141274569167	2.22822253451797	0.00019064771580785405	12.356803133627949	-1.8666084070610534
chr8	101063645	101064146	chr8	102075873.0	102076374.0	BRCA_101603	20.49129785	0.562874251	Intron	11842	FLJ42969	101063895	0.9785999999701976	3.215096036087051e-06	0.8778831999713171	4.447495582554286	6.392061311316364e-05	13.9333592280752	-3.5696123825829686
chr8	101067257	101067758	chr8	102079485.0	102079986.0	BRCA_101605	2.589575847	0.44510978	Intron	15454	FLJ42969	101067507	0.9790999997586012	0.0002019553323619549	0.07598867035562609	1.227590229445005	0.001199625450569241	9.703200249623105	-1.151601559089379
chr8	101071678	101072179	chr8	102083906.0	102084407.0	BRCA_101606	2.742314325	0.530938124	Intron	19875	FLJ42969	101071928	0.9762000001259148	6.798306848720544e-06	0.23739854766026855	2.01827485845216	0.00010380312289693423	13.233862531998668	-1.7808763107918915
chr8	101108665	101109166	chr8	102120893.0	102121394.0	BRCA_101618	8.683778665	0.550898204	Distal	56862	FLJ42969	101108915	0.981400000308454	1.778589243294798e-05	1.9845796997468226	3.465515597014485	0.000201615896004038	12.276102989808273	-1.4809358972676623
chr8	101109365	101109866	chr8	102121593.0	102122094.0	BRCA_101619	13.25031186	0.540918164	Distal	57562	FLJ42969	101109615	0.981400000308454	0.00024798237275588936	2.166929383194605	3.35323078446411	0.001405641192377543	9.474555909341447	-1.186301401269505
chr8	101117727	101118228	chr8	102129955.0	102130456.0	BRCA_101621	4.118736238	0.48502994	Distal	65924	FLJ42969	101117977	0.9932000001072884	6.008163263692632e-05	0.3229480894828309	1.480222594886225	0.0004809568446312153	11.0218049301065	-1.1572745054033942
chr8	101125834	101126335	chr8	102138062.0	102138563.0	BRCA_101627	2.540794589	0.5329341320000001	Exon	74008	ZNF706	101126084	0.9803999999657274	0.00021632256894024568	1.8217643694049026	2.6547363403019157	0.0012656047155941534	9.625957404302884	-0.8329719708970131
chr8	101126712	101127213	chr8	102138940.0	102139441.0	BRCA_101628	48.46493902	0.638722555	Distal	73130	ZNF706	101126962	0.9839999998942016	4.462654436416131e-05	3.1054832554091654	4.226207494457025	0.0003882784579867708	11.330620712008885	-1.1207242390478598
chr8	101127348	101127849	chr8	102139576.0	102140077.0	BRCA_101629	8.612352784	0.572854291	Distal	72494	ZNF706	101127598	0.9839099998787044	0.001888135321275798	1.095368724530283	1.70552195543815	0.006933137531982695	7.172275905248701	-0.610153230907867
chr1	145957292	145957793	chr1	145477292.0	145477793.0	BRCA_10163	3.996249835	0.584830339	Intron	458	LIX1L	145957542	0.9879999999813736	0.005494110875631207	2.9253492116270774	3.44958531560995	0.01635925646066558	5.933749011475967	-0.5242361039828727
chr8	101131165	101131666	chr8	102143393.0	102143894.0	BRCA_101631	1.26058944	0.471057884	Intron	68677	ZNF706	101131415	0.97846999951005	0.0033547851347197066	0.15171419266224706	0.8345779176725581	0.010999662521197731	6.506396928430544	-0.682863725010311
chr8	101240993	101241494	chr8	102253221.0	102253722.0	BRCA_101655	3.18690385	0.435129741	Distal	-35051	ZNF706	101241243	0.9774999998651444	5.1810601646741915e-05	0.029141149107374	1.4870363291865152	0.0004324581236391691	11.175151941003765	-1.457895180079141
chr8	101392333	101392834	chr8	102404561.0	102405062.0	BRCA_101689	6.793638613	0.44510978	Intron	-99848	GRHL2	101392583	0.9996999999880792	0.0083574681593892	1.9373658531547049	3.13252076454717	0.02296156485416129	5.444635223266031	-1.195154911392465
chr8	101574186	101574687	chr8	102586414.0	102586915.0	BRCA_101756	4.436045786	0.508982036	Intron	-57789	GRHL2	101574436	0.9991999999046326	9.569723709218376e-07	2.2378857545091826	3.8289650193091953	3.1852135746940584e-05	14.938250363235731	-1.5910792648000127
chr8	101636685	101637186	chr8	102648913.0	102649414.0	BRCA_101790	10.16129204	0.4411177639999999	Intron	166	GRHL2	101636935	0.999799999898672	5.580112391984421e-05	1.6326293540069199	3.5503160178413	0.0004556244425728383	11.099867235153264	-1.9176866638343801
chr8	101773882	101774383	chr8	102786110.0	102786611.0	BRCA_101817	4.263133614	0.3632734529999999	Intron	14865	NCALD	101774132	1.0	1.1053800493219004e-05	0.0906780277720462	1.479705358678985	0.00014504613981755003	12.751200478637344	-1.3890273309069388
chr8	101774439	101774940	chr8	102786667.0	102787168.0	BRCA_101818	1.193683368	0.443113772	Intron	14308	NCALD	101774689	1.0	5.580112391984421e-05	0.23165819088923117	1.109370420416648	0.0004556244425728383	11.099867235153264	-0.8777122295274167
chr8	101980537	101981038	chr8	102992765.0	102993266.0	BRCA_101847	5.699541127000001	0.3972055889999999	Intron	-5459	NCALD	101980787	0.9897000000104308	1.3608465939826714e-06	0.41887468418824925	2.542402389321716	3.855777116257523e-05	14.662618815649928	-2.1235277051334664
chr8	101995792	101996293	chr8	103008020.0	103008521.0	BRCA_101848	3.137332793	0.431137725	Intron	-9437	NCALD	101996042	0.9620999997079372	2.287509336439474e-06	0.33195356876788223	1.8955084829964	5.19355011710103e-05	14.232919426138185	-1.5635549142285177
