Chrom	Start	End	hg19_Chromosome	hg19_Start	hg19_End	Peak_Name	Normalized Peak Score	GC Content	Annotation	Distance To Nearest TSS	Gene Symbol	position	mean_mapability	mannwhitneyu_p	ER_pos_median	ER_neg_median	mw_FDR	neg_log2_mw_FDR	log2_FC
chr8	102400325	102400826	chr8	103412553.0	103413054.0	BRCA_101891	11.06561441	0.405189621	Intron	12113	UBR5	102400575	0.9508099994875492	1.1053800493219004e-05	2.403202629475768	0.5564733956268315	0.00014504613981755003	12.751200478637344	1.8467292338489363
chr1	145993841	145994342	chr1	145440726.0	145441227.0	BRCA_10193	2.912799389	0.4411177639999999	Exon	124	TXNIP	145994091	0.9613999999806284	0.006791316681921357	2.17405208189429	1.5202754932367	0.019419922014990453	5.6863187824683115	0.6537765886575901
chr8	102600247	102600748	chr8	103612475.0	103612976.0	BRCA_101930	2.585455112	0.522954092	Distal	48926	ODF1	102600497	0.9681000001050531	4.6663224788618084e-07	3.2746094114169226	1.78198793116018	2.2170866622641517e-05	15.460975310557647	1.4926214802567426
chr8	102600850	102601351	chr8	103613078.0	103613579.0	BRCA_101931	34.61346963	0.592814371	Distal	49529	ODF1	102601100	0.9681000001050531	8.756975450549375e-07	4.565291823946945	2.968592373165135	3.0374426288918706e-05	15.006783315033571	1.5966994507818097
chr8	102601623	102602124	chr8	103613851.0	103614352.0	BRCA_101932	6.052571277999999	0.491017964	Distal	50302	ODF1	102601873	0.9518179999925196	9.304660384160637e-05	2.7474571564616026	1.72975611307224	0.0006662417377583162	10.551666642813117	1.0177010433893625
chr8	102645671	102646172	chr8	103657899.0	103658400.0	BRCA_101956	1.5665413380000002	0.437125749	Distal	8453	KLF10	102645921	0.9680999998945744	0.0005859547587779828	0.9840267767852107	0.358258936449797	0.002738632649269353	8.51232852377407	0.6257678403354137
chr8	102646656	102647157	chr8	103658884.0	103659385.0	BRCA_101957	1.676810078	0.375249501	Distal	7468	KLF10	102646906	0.9680999998945744	2.0993650651600697e-06	1.319577884597663	0.260867428897982	4.9468914856070506e-05	14.303118221371168	1.058710455699681
chr8	102647528	102648029	chr8	103659756.0	103660257.0	BRCA_101958	30.22972577	0.45508982	Distal	6596	KLF10	102647778	0.9680999998945744	1.7666779174438751e-06	3.8907942792403425	1.999285061117165	4.4633676676698186e-05	14.451507821672655	1.8915092181231774
chr8	102648167	102648668	chr8	103660395.0	103660896.0	BRCA_101959	1.99948338	0.3972055889999999	Distal	5957	KLF10	102648417	0.9680999998945744	6.959256613719974e-05	1.553841049848625	0.6610557656152105	0.00053552112917263	10.866768881415737	0.8927852842334145
chr8	102657238	102657739	chr8	103669466.0	103669967.0	BRCA_101968	4.563154074	0.616766467	Distal	-1587	KLF10	102657488	0.9648999999292196	0.00715591932469648	3.3382816512344076	2.616718688165685	0.020246757303786687	5.626165323572782	0.7215629630687226
chr8	102685486	102685987	chr8	103697714.0	103698215.0	BRCA_101971	16.85531963	0.512974052	Distal	-29835	KLF10	102685736	0.952499999845028	1.6856489945779288e-07	2.96407630660197	1.20751784366819	1.4881544314585445e-05	16.036116226257853	1.75655846293378
chr8	102859034	102859535	chr8	103871262.0	103871763.0	BRCA_102027	2.706895732	0.365269461	Intron	-1183	AZIN1	102859284	0.9720000000417232	0.006791316681921357	1.5641935730710825	1.062864591116928	0.019419922014990453	5.6863187824683115	0.5013289819541544
chr8	102897891	102898392	chr8	103910119.0	103910620.0	BRCA_102036	8.46600442	0.435129741	Intron	-4278	AZIN1	102898141	0.9653999998513608	0.0028317827619392735	3.270080841239645	2.35718985566753	0.009605559210339398	6.701914678423654	0.912890985572115
chr8	107672532	107673033	chr8	108684760.0	108685261.0	BRCA_102326	1.913827252	0.459081836	Distal	-174728	ANGPT1	107672782	0.984899999924004	0.004933345255606051	0.8962826323573837	0.235533417327644	0.014985767149980943	6.060263249724106	0.6607492150297397
chr8	109585785	109586286	chr8	110598014.0	110598515.0	BRCA_102441	8.517267833	0.48502994	3' UTR	493	SYBU	109586035	0.9821999998431652	0.021081094899852174	3.0773744146378075	2.1588354519317	0.04861928382046738	4.362327547668263	0.9185389627061076
chr8	109592304	109592805	chr8	110604533.0	110605034.0	BRCA_102444	1.357281722	0.449101796	Intron	-6026	SYBU	109592554	0.9569999999728054	0.0031714065586148847	1.0946027529818074	0.423194655513796	0.010517962027209638	6.571000996367461	0.6714080974680114
chr8	109593047	109593548	chr8	110605276.0	110605777.0	BRCA_102445	1.72831396	0.439121756	Intron	-6769	SYBU	109593297	0.9562999999966472	0.00018848816008905153	1.8701527755002274	0.543893743266446	0.0011386644308767097	9.778441643182084	1.3262590322337813
chr8	109607719	109608220	chr8	110619948.0	110620449.0	BRCA_102452	21.81819835	0.467065868	Promoter	29	SYBU	109607969	0.9862020001038908	2.6226746432714672e-05	4.150251543454813	0.975537022524095	0.0002651329619863436	11.880996338774334	3.1747145209307175
chr8	109639524	109640025	chr8	110651753.0	110652254.0	BRCA_102460	4.830267986	0.429141717	Intron	3651	SYBU	109639774	0.97010000000149	1.1418485160874045e-06	1.9911395615341925	0.5479305586736485	3.4914591214011644e-05	14.805810392935356	1.443209002860544
chr8	109643260	109643761	chr8	110655489.0	110655990.0	BRCA_102463	5.596395392000001	0.379241517	Promoter	-85	SYBU	109643510	0.97010000000149	0.00026539539356900505	2.601971543400863	1.14056965701085	0.00148008569979051	9.400103571589451	1.461401886390013
chr8	110651074	110651575	chr8	111663303.0	111663804.0	BRCA_102484	4.593597406000001	0.293413174	Distal	376067	LINC01608	110651324	0.9836000001400708	8.680105259467573e-06	1.364976444239435	-0.2002793829343911	0.0001225917532383323	12.993850447521796	1.5652558271738262
